id_venta;id_tiempo;id_cliente;id_producto;id_sucursal;id_empleado;id_pago;id_promocion;cantidad;subtotal;total
10337;1959;14790;8259;60;7115;4449;;9;1556.28;1556.28
10338;1440;9718;12801;50;1790;4450;;8;871.04;871.04
10339;1376;13633;54;63;11895;4451;;7;193.27;193.27
10340;116;10701;8094;53;4549;4452;13878;2;66.92;60.23
10341;431;14514;7613;32;6714;4453;6857;5;460.1;414.09
10342;257;3478;11823;40;1184;4454;;2;181.3;181.3
10343;73;8769;3090;67;12777;4455;;6;1166.58;1166.58
10344;903;7716;3518;9;6599;4456;;7;911.05;911.05
10345;2145;13818;10963;56;10754;4457;1549;10;1414.9;1273.41
10346;2085;4793;13862;50;10506;4458;;5;477.55;477.55
10347;1603;8131;4256;37;779;4459;8178;3;201.48;181.33
10348;1027;440;6171;40;10729;4460;;1;128.13;128.13
10349;1227;10467;11867;74;11596;4461;;2;122.4;122.4
10350;1275;13295;9550;42;6704;4462;;7;716.45;716.45
10351;1194;11;4893;15;13501;4463;3250;10;1796;1616.4
10352;1473;9692;4538;20;11392;4464;;3;562.77;562.77
10353;1041;8150;4305;29;14694;4465;;9;862.56;862.56
10354;709;12781;9875;54;7423;4466;9036;4;54.12;48.71
10355;2071;13962;1517;6;8991;4467;1021;10;91;81.9
10356;822;318;7640;24;3144;4468;;6;102.06;102.06
10357;1365;1833;2312;77;9330;4469;;1;181.21;181.21
10358;597;3418;2320;73;10530;4470;12592;3;531.93;478.74
10359;1391;13802;5841;7;14853;4471;4907;7;1155.56;1040
10360;1761;1997;8472;7;10619;4472;;2;115.86;115.86
10361;1550;10031;5523;41;12140;4473;;7;178.29;178.29
10362;259;529;2980;46;224;4474;;8;99.76;99.76
10363;808;4425;10184;22;413;4475;;2;134.14;134.14
10364;1301;3948;2594;29;12892;4476;8987;4;647.2;582.48
10365;2022;9612;6481;4;806;4477;;1;59.72;59.72
10366;1460;1891;5892;6;11093;4478;;3;145.38;145.38
10367;1913;13518;14406;33;1108;4479;7598;7;197.05;177.35
10368;439;7148;3622;60;7546;4480;6620;3;20.1;18.09
10369;500;4731;11083;33;6977;4481;;4;584.72;584.72
10370;1660;6736;10526;11;2934;4482;;6;1043.28;1043.28
10371;490;12893;4507;3;10680;4483;3554;8;128.4;115.56
10372;9;11560;79;59;1119;4484;4558;4;585.56;527
10373;1779;7041;4043;26;3487;4485;5474;5;108.95;98.06
10374;204;14525;1009;36;5099;4486;;7;247.8;247.8
10375;1689;1608;9867;40;8261;4487;;5;899.65;899.65
10376;348;4198;14197;58;2527;4488;6149;2;294.66;265.19
10377;1590;7904;10787;69;9312;4489;;5;870.45;870.45
10378;1636;496;1554;36;2319;4490;12403;9;1624.77;1462.29
10379;536;12067;9335;61;10081;4491;;3;433.11;433.11
10380;1970;14549;441;16;11868;4492;;9;638.46;638.46
10381;1048;10633;5946;32;14581;4493;;8;1301.92;1301.92
10382;1467;10514;2485;32;2011;4494;12951;5;206.2;185.58
10383;2066;4814;4820;49;14115;4495;;6;801.3;801.3
10384;1827;12169;10401;26;10566;4496;;3;212.79;212.79
10385;413;9041;10422;30;501;4497;13937;6;942.78;848.5
10386;1041;10870;204;55;2792;4498;4345;10;773.8;696.42
10387;1294;6656;10807;18;8377;4499;9639;4;328.36;295.52
10388;1086;2529;3200;32;10244;4500;;7;600.74;600.74
10389;383;3939;11153;7;9412;4501;7538;4;206.6;185.94
10390;876;5233;7408;41;7302;4502;1267;3;287.58;258.82
10391;225;8076;528;53;10925;4503;8745;4;274.68;247.21
10392;1231;2649;12426;64;4321;4504;;2;159.48;159.48
10393;1138;5792;9994;16;504;4505;;9;675.09;675.09
10394;1060;8520;6422;3;9858;4506;1117;10;1569.7;1412.73
10395;1468;11230;3491;73;6768;4507;;5;770.75;770.75
10396;1942;12099;8618;32;8314;4508;;8;1196.08;1196.08
10397;2024;11264;8762;49;1629;4509;;5;592.2;592.2
10398;2015;428;6763;42;14670;4510;13217;10;1944.9;1750.41
10399;476;14626;1262;36;4858;4511;;1;188.4;188.4
10400;2121;14490;13832;50;9040;4512;;7;792.68;792.68
10401;27;774;2979;19;9421;4513;;6;1150.32;1150.32
10402;56;6437;196;45;9329;4514;;7;1166.97;1166.97
10403;391;10075;4178;8;9673;4515;;5;213.2;213.2
10404;1873;1474;7017;41;14418;4516;;10;769.1;769.1
10405;1969;11151;11242;22;7571;4517;;2;305.08;305.08
10406;21;5734;1096;44;8704;4518;11654;7;608.44;547.6
10407;125;13472;10190;18;4987;4519;;8;839.6;839.6
10408;826;7644;4350;63;13714;4520;;10;363.5;363.5
10409;2142;1510;10510;51;7368;4521;;9;1201.5;1201.5
10410;1583;6666;5523;6;4338;4522;;2;198.98;198.98
10411;2082;5546;4154;29;9560;4523;;9;1199.25;1199.25
10412;215;13916;13020;35;2211;4524;;4;490.56;490.56
10413;2104;3614;10786;56;9508;4525;14677;1;76.53;68.88
10414;1742;8063;2542;41;10764;4526;;1;58.08;58.08
10415;1308;1200;9820;60;896;4527;;10;268.6;268.6
10416;793;4969;2310;59;14778;4528;;8;384.4;384.4
10417;105;7063;2632;74;4302;4529;;9;614.16;614.16
10418;697;5618;11539;1;7557;4530;;4;466.4;466.4
10419;271;822;619;38;14339;4531;;9;1056.06;1056.06
10420;1309;10585;4763;48;9721;4532;;5;534.15;534.15
10421;581;1401;2379;26;3424;4533;;6;215.94;215.94
10422;1506;10081;411;4;7589;4534;;10;1941.4;1941.4
10423;138;12482;5451;20;4656;4535;;9;1250.82;1250.82
10424;1872;750;5888;10;9362;4536;;1;85.3;85.3
10425;2157;10410;7657;3;458;4537;;7;756.7;756.7
10426;1471;3076;10535;31;1187;4538;;2;200.88;200.88
10427;1807;5023;12517;74;782;4539;670;3;462.72;416.45
10428;790;8651;191;67;7421;4540;;1;160.34;160.34
10429;1995;4639;14441;36;3456;4541;1643;4;96.56;86.9
10430;2028;9359;9689;49;10798;4542;;8;1472.16;1472.16
10431;1782;5684;6577;53;2109;4543;;10;247;247
10432;1236;12167;10716;77;8798;4544;;2;120.64;120.64
10433;1092;7082;7614;22;9845;4545;;10;1315;1315
10434;1486;259;8499;18;2676;4546;7315;9;1739.79;1565.81
10435;1491;267;11648;5;6451;4547;;1;173.67;173.67
10436;1071;9504;14397;76;1492;4548;;1;119.12;119.12
10437;842;1306;5260;8;2130;4549;6818;8;888.88;799.99
10438;1158;7805;1186;67;10997;4550;;3;390.06;390.06
10439;1691;13643;14626;13;9894;4551;;2;203.24;203.24
10440;1549;8848;12102;29;13035;4552;;7;860.23;860.23
10441;442;8254;4552;14;8809;4553;;3;36;36
10442;603;111;3849;32;9969;4554;1297;2;56.5;50.85
10443;706;301;5539;44;14698;4555;;8;788.64;788.64
10444;792;9994;8422;5;7285;4556;11581;8;188.48;169.63
10445;1543;10937;11766;12;14921;4557;5084;5;254.3;228.87
10446;813;5598;12959;42;6267;4558;5283;7;346.22;311.6
10447;1690;11586;5797;43;10804;4559;6941;4;118.32;106.49
10448;929;5951;10847;66;2982;4560;;8;1250.8;1250.8
10449;1601;3397;3032;16;12102;4561;;10;1781;1781
10450;48;7220;1851;55;3171;4562;;6;494.16;494.16
10451;1816;1691;1253;28;2411;4563;12030;3;570.78;513.7
10452;1849;3943;1209;9;9365;4564;;4;553.88;553.88
10453;488;11594;1961;13;4804;4565;;4;524.64;524.64
10454;1928;14937;5004;76;14822;4566;;10;917.3;917.3
10455;1254;7573;9795;44;7717;4567;;8;630.08;630.08
10456;1146;10404;3454;60;2227;4568;;8;646.96;646.96
10457;638;6688;13585;27;6979;4569;;7;160.02;160.02
10458;857;8998;9871;68;5740;4570;;3;573.21;573.21
10459;1525;3308;1308;63;10462;4571;;6;539.58;539.58
10460;1043;7663;6879;62;4896;4572;;10;1748.1;1748.1
10461;355;8317;7456;8;14468;4573;;8;547.76;547.76
10462;833;4469;8484;54;5445;4574;;10;1780.4;1780.4
10463;1751;13856;11322;23;14799;4575;;3;280.95;280.95
10464;869;5540;8773;13;9749;4576;14561;9;601.92;541.73
10465;105;6947;139;65;1535;4577;;10;58.4;58.4
10466;421;7683;8173;62;12201;4578;1349;1;13.06;11.75
10467;824;14633;8785;19;11745;4579;;7;1262.66;1262.66
10468;807;12405;6149;20;1318;4580;;2;250.48;250.48
10469;1387;14391;3839;33;9223;4581;1120;7;1313.41;1182.07
10470;944;12708;12072;77;10191;4582;;2;64.42;64.42
10471;300;12851;9104;3;7956;4583;;8;1328.24;1328.24
10472;1298;3744;6476;39;9419;4584;;9;148.86;148.86
10473;509;2607;7840;4;11150;4585;14800;5;447.1;402.39
10474;490;14327;4580;63;11317;4586;;1;106.55;106.55
10475;1028;12145;9622;24;6838;4587;;3;414.18;414.18
10476;1136;4945;2325;45;7732;4588;;8;995.84;995.84
10477;173;14670;14465;47;6877;4589;9693;2;52.02;46.82
10478;463;4345;7871;65;8852;4590;;3;373.89;373.89
10479;496;4668;2774;71;1460;4591;;7;319.55;319.55
10480;1676;10980;9763;74;391;4592;;8;964.64;964.64
10481;1992;9312;13641;10;10892;4593;;4;241.32;241.32
10482;1744;2585;1673;53;10518;4594;11215;9;80.37;72.33
10483;775;14101;2929;7;8840;4595;;4;233.44;233.44
10484;1341;1205;9544;63;1571;4596;;10;1521.9;1521.9
10485;1617;7290;5289;39;2085;4597;;6;536.64;536.64
10486;1709;7739;1692;58;4266;4598;2113;8;1248.08;1123.27
10487;1976;6906;4001;66;769;4599;11436;3;548.97;494.07
10488;1603;9790;500;34;11313;4600;;1;51.37;51.37
10489;1222;1739;11475;62;8224;4601;;4;453.16;453.16
10490;379;4331;8754;37;11332;4602;;3;320.07;320.07
10491;557;1221;2149;15;3750;4603;;6;441.66;441.66
10492;443;2935;12873;75;9459;4604;;9;415.44;415.44
10493;240;3935;6700;57;8204;4605;11473;9;834.39;750.95
10494;1475;14504;2150;31;13597;4606;;7;1291.29;1291.29
10495;1005;14670;8161;39;12562;4607;8843;8;450.16;405.14
10496;1064;9764;11527;67;13815;4608;;1;146.56;146.56
10497;446;7890;737;45;11696;4609;;7;136.08;136.08
10498;854;12350;6608;51;7444;4610;;9;1043.19;1043.19
10499;172;7771;14597;53;8523;4611;1777;5;937.55;843.79
10500;413;11836;13529;62;1521;4612;;1;95.24;95.24
10501;1667;12510;534;60;13982;4613;;10;457.4;457.4
10502;1029;11848;549;30;4458;4614;;3;433.47;433.47
10503;1852;8958;11998;56;4330;4615;;8;505.04;505.04
10504;1430;10412;13015;75;5287;4616;;1;168.12;168.12
10505;1300;1115;12171;12;3056;4617;;4;782.44;782.44
10506;1819;3658;12307;36;13646;4618;1391;5;660.5;594.45
10507;2;3403;7267;53;12643;4619;;9;1645.92;1645.92
10508;1421;8612;8805;36;3543;4620;4225;5;919.5;827.55
10509;1067;13995;1633;47;2896;4621;;10;800.7;800.7
10510;615;14857;6552;14;9189;4622;11315;9;1172.34;1055.11
10511;1609;7298;10166;23;893;4623;;10;358.9;358.9
10512;217;3585;11284;56;9361;4624;;9;365.31;365.31
10513;708;657;7871;73;761;4625;;10;1182.1;1182.1
10514;742;2952;5006;47;3625;4626;;3;104.91;104.91
10515;160;2055;9184;65;10232;4627;;8;1001.52;1001.52
10516;2095;2101;978;35;11100;4628;5639;1;107.09;96.38
10517;1854;7850;10034;23;13508;4629;;3;19.95;19.95
10518;1614;10282;8990;68;5597;4630;13004;10;1042.2;937.98
10519;349;9770;1331;70;14394;4631;;2;386.4;386.4
10520;1216;3937;4106;42;12023;4632;;4;716.44;716.44
10521;186;6897;13701;32;13582;4633;;9;129.87;129.87
10522;1949;10539;3913;74;11982;4634;9640;6;230.46;207.41
10523;1068;3379;13870;30;7633;4635;12563;2;64.68;58.21
10524;1847;6008;9737;46;14854;4636;;9;1502.01;1502.01
10525;1405;12305;12798;69;10504;4637;;8;827.84;827.84
10526;1722;9036;8982;58;7902;4638;;2;72.74;72.74
10527;31;7374;10863;34;2121;4639;;7;1298.15;1298.15
10528;838;2823;7254;24;3960;4640;1830;5;228.8;205.92
10529;1429;12117;14984;64;7511;4641;;7;1331.75;1331.75
10530;1237;6413;11994;18;3469;4642;;1;83.67;83.67
10531;1117;12360;6769;64;8014;4643;2928;5;53.75;48.38
10532;1931;10008;4980;34;2464;4644;;7;1311.94;1311.94
10533;117;8146;9679;22;12600;4645;11724;9;1354.5;1219.05
10534;1706;13265;3444;12;14833;4646;;3;220.68;220.68
10535;1198;8667;690;74;11034;4647;;8;1199.44;1199.44
10536;1842;6779;1593;25;5277;4648;;4;162.84;162.84
10537;1687;8126;7077;62;10051;4649;;1;70.22;70.22
10538;77;9495;13820;14;7661;4650;;1;114.89;114.89
10539;951;10576;8324;54;8786;4651;10362;7;897.68;807.91
10540;306;1760;1137;71;13649;4652;;6;1034.64;1034.64
10541;8;1599;11558;29;12241;4653;;4;497.76;497.76
10542;528;5269;11779;23;4937;4654;;1;9.18;9.18
10543;870;7815;3903;62;2102;4655;;2;186.16;186.16
10544;1473;13246;432;3;11784;4656;;6;1181.94;1181.94
10545;649;9257;2843;12;8818;4657;;1;123.9;123.9
10546;1180;9139;6396;58;9104;4658;;4;109.6;109.6
10547;1590;12736;7614;10;11585;4659;;2;329.5;329.5
10548;1846;673;1265;71;11972;4660;3719;6;446.64;401.98
10549;144;5143;2850;51;13416;4661;;3;441.03;441.03
10550;2074;3701;1220;47;1082;4662;;9;122.94;122.94
10551;1577;8133;1028;48;51;4663;;8;1179.6;1179.6
10552;2000;2546;1259;57;9522;4664;;10;104.1;104.1
10553;1941;7811;3757;64;1225;4665;8452;4;53.92;48.53
10554;827;10481;6925;72;8193;4666;13245;5;448.75;403.88
10555;1062;14905;10197;31;3780;4667;;3;282.72;282.72
10556;1284;539;14909;9;1398;4668;11686;9;869.58;782.62
10557;1427;4163;14325;20;14720;4669;;6;234.84;234.84
10558;1401;4634;13816;25;9243;4670;;1;96.72;96.72
10559;1902;5512;3304;76;7263;4671;;1;73.16;73.16
10560;1828;10248;11159;30;13275;4672;;6;605.4;605.4
10561;1683;1918;14526;52;7541;4673;;10;485.5;485.5
10562;1266;1460;8994;25;2253;4674;;7;339.08;339.08
10563;471;7953;6452;44;5315;4675;;4;395.96;395.96
10564;315;8549;5443;62;2821;4676;7589;8;1492.96;1343.66
10565;716;9808;14554;30;13008;4677;;10;619.6;619.6
10566;382;590;4840;20;4186;4678;;9;385.11;385.11
10567;454;14649;6403;47;5022;4679;;9;781.38;781.38
10568;323;11035;1032;8;6910;4680;;8;1270.96;1270.96
10569;396;11569;7938;25;6464;4681;13372;1;8.39;7.55
10570;141;11362;5091;41;2819;4682;;10;402.2;402.2
10571;152;10878;25;42;12014;4683;;3;507.87;507.87
10572;670;2394;9447;35;7345;4684;;8;73.28;73.28
10573;1071;6458;7276;26;6347;4685;;8;1510.48;1510.48
10574;185;13910;13623;33;14309;4686;;4;583.16;583.16
10575;1642;6309;2994;51;9064;4687;;7;928.13;928.13
10576;1037;11815;4982;32;3953;4688;5277;3;507.84;457.06
10577;1618;12477;11603;49;9296;4689;;1;70.8;70.8
10578;26;7232;4900;60;6233;4690;;1;101.33;101.33
10579;1243;6670;830;53;1257;4691;;4;95;95
10580;669;9874;6524;27;14483;4692;11100;6;356.7;321.03
10581;1805;59;11671;20;11028;4693;;9;964.98;964.98
10582;7;3758;7653;42;5609;4694;;5;424.9;424.9
10583;1135;3279;11342;52;9657;4695;;5;699.85;699.85
10584;1415;14867;822;36;202;4696;6511;8;305.12;274.61
10585;1039;7254;4342;30;9763;4697;;8;1544.4;1544.4
10586;514;2762;11608;34;13790;4698;;6;706.68;706.68
10587;1829;11904;14342;41;3767;4699;;7;249.41;249.41
10588;1656;13826;3144;61;2354;4700;;8;250.4;250.4
10589;617;867;7690;64;2718;4701;;8;578.16;578.16
10590;483;4019;11684;55;1162;4702;9982;7;581.63;523.47
10591;1399;9657;7141;6;14283;4703;;2;315.08;315.08
10592;1364;7694;9345;9;9157;4704;10087;2;257.2;231.48
10593;265;561;2178;77;3944;4705;;5;662.25;662.25
10594;646;4974;8102;29;7748;4706;;4;562.16;562.16
10595;1330;5077;8268;58;12757;4707;;4;317.88;317.88
10596;928;487;14878;19;13619;4708;;3;428.31;428.31
10597;974;7754;12935;25;12218;4709;3585;5;720.4;648.36
10598;1723;14250;3167;32;5547;4710;;5;907;907
10599;76;12607;13176;5;8674;4711;;6;268.92;268.92
10600;123;3986;1;66;1307;4712;;4;45.6;45.6
10601;493;1131;1640;60;6685;4713;3486;9;180.45;162.41
10602;1122;13611;6307;64;14023;4714;;4;399.96;399.96
10603;1039;2273;627;17;11678;4715;;7;568.4;568.4
10604;741;9236;6769;47;8066;4716;;1;144.85;144.85
10605;1249;5069;12609;37;13324;4717;728;6;62.22;56
10606;1411;3082;13954;27;813;4718;12131;10;1010.4;909.36
10607;1170;7547;12030;73;14873;4719;7473;3;287.43;258.69
10608;1390;2536;13891;49;1499;4720;;6;297.48;297.48
10609;1904;5151;4550;38;6720;4721;;5;983.4;983.4
10610;1349;237;3955;31;10971;4722;6387;7;653.52;588.17
10611;1693;6289;5723;44;11568;4723;;3;213.57;213.57
10612;128;4165;5370;43;129;4724;;7;1026.13;1026.13
10613;891;690;8418;43;3427;4725;;4;791.96;791.96
10614;645;13452;11576;77;8283;4726;;3;272.85;272.85
10615;601;13862;2993;64;5695;4727;7628;5;693.95;624.56
10616;1114;14339;1889;10;4164;4728;7488;3;302.4;272.16
10617;460;4641;8141;67;8303;4729;;2;108.2;108.2
10618;263;14990;4524;24;10091;4730;7670;1;156.04;140.44
10619;349;9623;5723;44;12549;4731;;4;206.24;206.24
10620;1091;13488;5731;25;7367;4732;;8;1180.72;1180.72
10621;1098;161;4436;57;4464;4733;3917;8;212.56;191.3
10622;372;408;5034;23;5375;4734;8121;7;1097.46;987.71
10623;1887;1863;3024;70;11605;4735;;6;1087.32;1087.32
10624;1298;195;6764;21;4360;4736;;7;914.06;914.06
10625;1350;10954;933;23;11572;4737;;3;324.9;324.9
10626;240;4250;5545;58;13675;4738;4874;7;1065.96;959.36
10627;1930;2912;3975;42;14697;4739;4576;3;213.27;191.94
10628;2075;13797;7092;11;14468;4740;;8;531.12;531.12
10629;2054;1679;6204;24;12639;4741;3893;4;643.08;578.77
10630;1392;6095;8699;27;286;4742;;7;1070.3;1070.3
10631;304;8620;3492;16;10617;4743;13623;7;1202.53;1082.28
10632;165;9104;163;35;13145;4744;;8;1245.68;1245.68
10633;604;4088;2144;42;6384;4745;9598;9;458.46;412.61
10634;743;226;12803;73;12296;4746;;7;98.98;98.98
10635;490;1380;7522;49;9182;4747;13392;3;519.06;467.15
10636;255;6163;5591;62;1916;4748;;3;72.51;72.51
10637;1891;11495;12887;14;4007;4749;;10;1347.8;1347.8
10638;1263;1526;4789;7;5112;4750;5682;4;290.28;261.25
10639;1014;347;12093;8;5156;4751;;9;839.16;839.16
10640;1472;4176;10894;25;847;4752;;1;171.76;171.76
10641;1160;1696;70;29;4681;4753;;1;24.01;24.01
10642;1129;2704;1388;51;9694;4754;;5;325;325
10643;154;14295;9067;26;8317;4755;;4;205.2;205.2
10644;670;14422;3134;69;5611;4756;;7;952.14;952.14
10645;813;7000;8547;40;5405;4757;14234;7;1001.56;901.4
10646;1573;10908;7501;26;8072;4758;;2;366.52;366.52
10647;116;7233;7126;27;10629;4759;;9;1175.67;1175.67
10648;1803;5453;2726;33;9850;4760;;5;810.3;810.3
10649;1563;12356;6746;24;6692;4761;7245;7;533.05;479.74
10650;36;11873;11177;13;4492;4762;;7;538.65;538.65
10651;955;3975;7063;49;13008;4763;;10;1226.4;1226.4
10652;1878;8220;5919;41;6920;4764;;6;567.6;567.6
10653;510;11893;1288;29;6870;4765;8977;2;230.5;207.45
10654;80;5895;10401;16;5546;4766;8413;10;1554.8;1399.32
10655;359;5895;4173;29;12800;4767;;8;333.76;333.76
10656;982;11957;12843;8;11716;4768;12139;3;517.89;466.1
10657;933;1044;6535;41;13890;4769;;10;1145.3;1145.3
10658;1850;1010;6370;54;7073;4770;9989;3;510.57;459.51
10659;1139;2160;11390;10;6578;4771;;7;910.42;910.42
10660;713;10675;2368;34;3772;4772;8781;10;1242.9;1118.61
10661;1358;1265;548;54;9226;4773;;1;197.96;197.96
10662;583;14802;14432;33;13058;4774;;3;233.94;233.94
10663;23;6591;5725;53;4265;4775;;1;110.78;110.78
10664;607;2484;608;61;12985;4776;;5;985.15;985.15
10665;1144;12534;14432;67;4308;4777;12898;2;234.78;211.3
10666;806;5408;2237;54;13614;4778;;3;558.51;558.51
10667;1222;2231;4591;64;13507;4779;;2;316.88;316.88
10668;819;6867;12343;46;10150;4780;6729;9;54.27;48.84
10669;1456;4189;9904;39;11107;4781;;3;536.97;536.97
10670;41;4372;8232;50;12737;4782;;2;102.78;102.78
10671;1011;7517;9132;69;14824;4783;;6;657.42;657.42
10672;1372;10527;5330;63;13206;4784;1812;6;776.46;698.81
10673;767;13185;2908;34;10137;4785;;3;88.77;88.77
10674;1034;4011;7669;43;721;4786;;1;129.64;129.64
10675;1725;10956;11293;29;11765;4787;;3;223.44;223.44
10676;624;14009;2594;30;3143;4788;;1;159.7;159.7
10677;216;14253;10863;46;3095;4789;;7;1371.72;1371.72
10678;1123;3059;9000;53;667;4790;;7;1264.62;1264.62
10679;1483;3133;3876;49;5346;4791;3323;1;188.37;169.53
10680;1244;364;4996;8;13545;4792;7183;10;1996;1796.4
10681;369;11583;12970;12;14711;4793;;10;1675.9;1675.9
10682;462;9665;9402;32;14332;4794;;5;106;106
10683;480;13773;6149;65;4186;4795;;3;113.88;113.88
10684;278;12077;13908;51;11908;4796;;2;32.08;32.08
10685;398;11545;5279;40;14918;4797;;2;137.38;137.38
10686;1905;3816;7192;46;13269;4798;;6;1052.7;1052.7
10687;652;2440;14866;9;3556;4799;;7;390.95;390.95
10688;1333;13984;12916;7;14921;4800;;1;122.62;122.62
10689;305;9477;14219;51;14147;4801;9738;6;278.34;250.51
10690;2004;2404;1964;74;13557;4802;;9;1770.66;1770.66
10691;135;6307;182;1;3147;4803;13913;9;851.31;766.18
10692;897;8732;203;26;3658;4804;;2;70.56;70.56
10693;980;298;5222;22;703;4805;;4;756.28;756.28
10694;715;7201;12858;39;9002;4806;;5;31.9;31.9
10695;1670;4968;7195;25;6825;4807;2363;10;665.4;598.86
10696;1386;4065;9639;24;5935;4808;11303;7;543.06;488.75
10697;1125;3929;8540;27;13427;4809;;2;210.1;210.1
10698;1211;6287;11180;28;120;4810;;8;940;940
10699;1237;13638;5994;61;14858;4811;;8;479.68;479.68
10700;2042;12679;7688;74;1699;4812;1214;8;619.84;557.86
10701;1473;679;14410;39;8647;4813;1207;5;531.45;478.31
10702;1465;4962;12907;54;1038;4814;7273;7;813.33;732
10703;787;5364;13652;33;9503;4815;11328;3;312.06;280.85
10704;416;6871;4511;65;14613;4816;12699;1;78.01;70.21
10705;2002;6082;14407;71;9078;4817;;4;452.52;452.52
10706;95;7974;11224;61;6204;4818;;6;846;846
10707;1917;9735;1074;4;5998;4819;2694;8;586.72;528.05
10708;1112;7003;10275;53;13802;4820;;10;537.8;537.8
10709;1010;10135;1527;24;4951;4821;;8;601.28;601.28
10710;1937;5207;10427;9;12179;4822;;1;139.79;139.79
10711;755;385;14004;41;6517;4823;;7;98.77;98.77
10712;218;7778;528;47;7822;4824;;3;179.01;179.01
10713;453;14915;14226;74;5281;4825;;1;148.06;148.06
10714;1418;13966;5083;1;13188;4826;;9;234.45;234.45
10715;1211;10213;4269;52;3578;4827;;1;195.44;195.44
10716;306;8541;870;73;10723;4828;;4;468.16;468.16
10717;625;8787;14308;37;2391;4829;;9;807.03;807.03
10718;1860;10747;11868;10;81;4830;;7;1070.23;1070.23
10719;1014;12848;3530;48;4837;4831;;7;48.65;48.65
10720;701;8973;8255;31;10431;4832;;7;172.2;172.2
10721;1484;10848;2063;50;6230;4833;;9;350.01;350.01
10722;1626;14961;12174;27;5237;4834;;2;17.94;17.94
10723;1083;6981;4290;21;7861;4835;;9;1002.51;1002.51
10724;1814;13578;14820;17;14575;4836;14113;1;64.45;58.01
10725;112;2380;2260;54;9142;4837;;10;395.4;395.4
10726;515;3633;5551;68;1197;4838;;6;58.14;58.14
10727;681;7152;8913;32;6342;4839;;5;339.75;339.75
10728;630;10134;11617;49;10884;4840;5926;1;106.4;95.76
10729;487;6403;10510;6;3630;4841;;1;91.18;91.18
10730;763;1685;11059;74;3864;4842;;10;434.4;434.4
10731;1005;1276;2420;13;11120;4843;;9;1355.49;1355.49
10732;1674;14153;12886;65;539;4844;;1;152.42;152.42
10733;512;1516;8587;55;2533;4845;4674;2;328.44;295.6
10734;576;11699;14363;33;2116;4846;;9;634.23;634.23
10735;1005;9773;10790;3;8394;4847;;6;75.84;75.84
10736;199;11142;8903;26;4013;4848;14314;10;73.3;65.97
10737;929;10869;7734;48;1817;4849;;9;1142.1;1142.1
10738;2187;7202;6961;56;4826;4850;;9;1268.19;1268.19
10739;1952;6899;861;55;5661;4851;;8;368.88;368.88
10740;1346;8999;4899;47;10768;4852;;4;764.8;764.8
10741;496;13245;3562;62;13253;4853;;7;384.02;384.02
10742;802;11889;4729;46;5340;4854;;8;767.04;767.04
10743;888;12037;6192;41;8972;4855;;1;123.19;123.19
10744;274;14730;1320;25;14377;4856;6273;9;1398.24;1258.42
10745;1112;2892;13388;13;11017;4857;;8;1452;1452
10746;823;1432;9387;53;12011;4858;;7;1215.9;1215.9
10747;1576;10592;14455;27;4988;4859;;2;182.8;182.8
10748;1054;2435;9442;74;7722;4860;7219;9;1259.01;1133.11
10749;1745;14719;621;2;268;4861;;10;1027.3;1027.3
10750;1431;279;8901;11;1834;4862;;2;203.9;203.9
10751;1158;10760;3314;61;9806;4863;1877;3;378.72;340.85
10752;901;7718;971;32;10230;4864;;2;212.96;212.96
10753;1547;11116;4043;25;6857;4865;;7;90.3;90.3
10754;1909;14441;4739;59;2637;4866;;2;71.34;71.34
10755;33;2244;7803;34;12834;4867;;8;1042.16;1042.16
10756;1796;1164;8384;54;7959;4868;;1;102.39;102.39
10757;436;3182;2392;45;5085;4869;;10;796.7;796.7
10758;1957;10471;4671;52;4744;4870;4661;6;874.92;787.43
10759;361;5501;942;51;1373;4871;;10;574.7;574.7
10760;94;14968;7439;17;5789;4872;;3;532.14;532.14
10761;883;1371;3634;32;7354;4873;;9;299.88;299.88
10762;282;7345;12115;27;10761;4874;11121;9;1309.05;1178.14
10763;1600;13584;11085;73;1405;4875;6104;5;534.05;480.64
10764;21;10474;1379;44;5267;4876;;3;146.43;146.43
10765;2143;6178;4394;41;12159;4877;;8;875.92;875.92
10766;2177;3678;6767;63;9874;4878;;2;328.42;328.42
10767;1924;9354;5748;64;9151;4879;;1;140.96;140.96
10768;2101;7506;13482;23;834;4880;;3;260.91;260.91
10769;1422;10226;3949;75;7847;4881;;7;1150.17;1150.17
10770;1196;10858;1600;62;13436;4882;1092;2;150.68;135.61
10771;292;13668;12583;10;4947;4883;1225;10;430.8;387.72
10772;1887;4268;469;60;5056;4884;9428;10;187.5;168.75
10773;2027;7320;4808;74;6561;4885;;6;1055.22;1055.22
10774;199;4638;5388;20;8664;4886;;8;99.52;99.52
10775;2086;14805;1922;23;3464;4887;2770;6;862.26;776.03
10776;1816;766;5041;10;841;4888;4595;2;371.54;334.39
10777;1953;11217;6510;15;12966;4889;13267;9;603.63;543.27
10778;1390;9828;6870;17;12377;4890;;7;1263.92;1263.92
10779;1944;5774;9117;69;10348;4891;;9;1315.62;1315.62
10780;873;9140;6342;49;1787;4892;;8;1557.68;1557.68
10781;1697;4597;11736;21;4359;4893;2457;6;917.82;826.04
10782;699;14881;14790;41;2749;4894;;1;42.74;42.74
10783;406;9601;12189;51;13865;4895;;9;95.67;95.67
