"id_promocion","descripcion","descuento"
"8586","Promoción de verano","31.29"
"8587","Promoción de verano","34.92"
"8588","Promoción exclusiva para tarjetas OH","30.77"
"8589","Oferta especial en tecnología","30.71"
"8590","Promoción de verano","41.05"
"8591","Promoción de regreso a clases","32.09"
"8592","2x1 en productos seleccionados","23.94"
"8593","Descuento en productos de hogar","47.17"
"8594","Promoción de regreso a clases","42.80"
"8595","Promoción exclusiva para tarjetas OH","37.06"
"8596","Descuento en productos de belleza y cuidado personal","20.84"
"8597","Descuento por primera compra","38.60"
"8598","Oferta especial en tecnología","22.91"
"8599","Descuento por primera compra","30.11"
"8600","Rebaja en productos de limpieza","32.41"
"8601","Descuento por compra mayor a S/100","36.15"
"8602","Cashback en compras con tarjeta de crédito","46.01"
"8603","Oferta especial en tecnología","25.53"
"8604","2x1 en productos seleccionados","14.89"
"8605","Descuento en electrodomésticos","43.25"
"8606","Descuento en electrodomésticos","27.39"
"8607","Rebaja en productos de limpieza","37.76"
"8608","Cashback en compras con tarjeta de crédito","47.90"
"8609","Descuento en productos de hogar","23.66"
"8610","Descuento por compra mayor a S/100","15.55"
"8611","Promoción de verano","45.73"
"8612","Descuento por primera compra","17.62"
"8613","Promoción exclusiva para tarjetas OH","22.96"
"8614","2x1 en productos seleccionados","47.81"
"8615","Oferta especial en tecnología","47.37"
"8616","Descuento en alimentos congelados","41.61"
"8617","Oferta relámpago en bebidas y licores","38.15"
"8618","Descuento por primera compra","27.96"
"8619","Oferta especial en tecnología","13.24"
"8620","Rebaja en productos de limpieza","20.97"
"8621","Rebaja en productos de limpieza","27.20"
"8622","Oferta especial en tecnología","18.23"
"8623","Cashback en compras con tarjeta de crédito","40.81"
"8624","Descuento por compra mayor a S/100","20.89"
"8625","Descuento por primera compra","14.66"
"8626","Descuento exclusivo para clientes premium","30.11"
"8627","Promoción exclusiva para tarjetas OH","15.08"
"8628","Promoción de regreso a clases","38.33"
"8629","Descuento en alimentos congelados","26.23"
"8630","Promoción exclusiva para tarjetas OH","48.56"
"8631","Descuento en electrodomésticos","9.09"
"8632","Descuento por primera compra","8.01"
"8633","Descuento en alimentos congelados","7.21"
"8634","2x1 en productos seleccionados","17.27"
"8635","Cashback en compras con tarjeta de crédito","47.91"
"8636","Promoción de regreso a clases","42.38"
"8637","Promoción de verano","23.29"
"8638","Descuento en productos de hogar","7.04"
"8639","Descuento en productos de belleza y cuidado personal","46.88"
"8640","Descuento en alimentos congelados","11.94"
"8641","Promoción de regreso a clases","31.71"
"8642","Descuento en productos de belleza y cuidado personal","35.66"
"8643","2x1 en productos seleccionados","38.94"
"8644","Descuento en electrodomésticos","22.19"
"8645","Rebaja en productos de limpieza","37.67"
"8646","Descuento por primera compra","24.56"
"8647","Cashback en compras con tarjeta de crédito","24.74"
"8648","2x1 en productos seleccionados","6.12"
"8649","Descuento exclusivo para clientes premium","37.35"
"8650","Descuento en electrodomésticos","10.76"
"8651","Descuento en electrodomésticos","7.27"
"8652","Descuento en alimentos congelados","41.42"
"8653","Rebaja en productos de limpieza","45.82"
"8654","Promoción exclusiva para tarjetas OH","11.06"
"8655","Descuento exclusivo para clientes premium","13.29"
"8656","Promoción de regreso a clases","33.60"
"8657","Descuento en alimentos congelados","29.94"
"8658","Promoción de regreso a clases","39.76"
"8659","Descuento en alimentos congelados","45.72"
"8660","Cashback en compras con tarjeta de crédito","15.56"
"8661","Promoción de verano","21.55"
"8662","Descuento en electrodomésticos","30.42"
"8663","Rebaja en productos de limpieza","33.01"
"8664","Rebaja en productos de limpieza","47.53"
"8665","2x1 en productos seleccionados","12.43"
"8666","Promoción de verano","31.07"
"8667","Oferta especial en tecnología","32.34"
"8668","Descuento en productos de belleza y cuidado personal","24.45"
"8669","2x1 en productos seleccionados","11.04"
"8670","Descuento en alimentos congelados","21.76"
"8671","Promoción exclusiva para tarjetas OH","14.32"
"8672","2x1 en productos seleccionados","40.47"
"8673","Descuento exclusivo para clientes premium","41.11"
"8674","Descuento por primera compra","43.12"
"8675","2x1 en productos seleccionados","25.26"
"8676","Descuento en electrodomésticos","30.13"
"8677","Descuento por compra mayor a S/100","41.28"
"8678","Oferta especial en tecnología","31.42"
"8679","Descuento en alimentos congelados","33.90"
"8680","Oferta relámpago en bebidas y licores","42.16"
"8681","Promoción de regreso a clases","49.07"
"8682","2x1 en productos seleccionados","27.69"
"8683","Descuento en alimentos congelados","12.57"
"8684","Descuento en productos de hogar","43.59"
"8685","Descuento en productos de hogar","29.31"
"8686","Cashback en compras con tarjeta de crédito","32.30"
"8687","Promoción exclusiva para tarjetas OH","22.14"
"8688","Oferta relámpago en bebidas y licores","27.39"
"8689","Promoción de regreso a clases","39.68"
"8690","Descuento exclusivo para clientes premium","46.45"
"8691","Descuento en productos de belleza y cuidado personal","6.50"
"8692","Descuento en electrodomésticos","8.57"
"8693","Oferta relámpago en bebidas y licores","18.59"
"8694","Descuento en productos de belleza y cuidado personal","28.64"
"8695","Descuento en productos de hogar","36.92"
"8696","Promoción exclusiva para tarjetas OH","17.40"
"8697","Descuento exclusivo para clientes premium","16.22"
"8698","Oferta especial en tecnología","25.32"
"8699","Descuento en productos de hogar","37.93"
"8700","Promoción exclusiva para tarjetas OH","36.21"
"8701","Descuento en productos de belleza y cuidado personal","27.60"
"8702","Descuento por primera compra","44.14"
"8703","Descuento en productos de hogar","47.25"
"8704","Descuento por primera compra","37.16"
"8705","Oferta especial en tecnología","20.87"
"8706","2x1 en productos seleccionados","44.68"
"8707","Promoción de verano","34.88"
"8708","Rebaja en productos de limpieza","45.32"
"8709","Oferta relámpago en bebidas y licores","11.22"
"8710","Cashback en compras con tarjeta de crédito","32.43"
"8711","Promoción exclusiva para tarjetas OH","29.28"
"8712","Descuento en productos de hogar","46.23"
"8713","Descuento por primera compra","48.47"
"8714","Promoción exclusiva para tarjetas OH","30.57"
"8715","Descuento en productos de belleza y cuidado personal","39.59"
"8716","2x1 en productos seleccionados","38.93"
"8717","Promoción de verano","41.87"
"8718","Descuento en productos de belleza y cuidado personal","15.56"
"8719","Descuento en productos de hogar","39.96"
"8720","Descuento en productos de hogar","20.92"
"8721","Descuento por compra mayor a S/100","44.05"
"8722","Descuento en alimentos congelados","11.15"
"8723","Descuento exclusivo para clientes premium","46.43"
"8724","Cashback en compras con tarjeta de crédito","8.17"
"8725","Promoción exclusiva para tarjetas OH","37.23"
"8726","Descuento en productos de hogar","28.54"
"8727","Descuento por primera compra","38.12"
"8728","Cashback en compras con tarjeta de crédito","6.28"
"8729","Promoción de verano","13.10"
"8730","Descuento por compra mayor a S/100","48.51"
"8731","Promoción de regreso a clases","36.90"
"8732","Promoción de regreso a clases","19.84"
"8733","Oferta especial en tecnología","33.84"
"8734","Rebaja en productos de limpieza","24.28"
"8735","Promoción de verano","37.78"
"8736","Descuento por compra mayor a S/100","27.92"
"8737","2x1 en productos seleccionados","40.62"
"8738","Promoción de verano","16.15"
"8739","Promoción de verano","16.13"
"8740","Descuento en productos de belleza y cuidado personal","9.48"
"8741","Promoción de verano","20.91"
"8742","Descuento por primera compra","14.40"
"8743","Promoción exclusiva para tarjetas OH","8.17"
"8744","Rebaja en productos de limpieza","35.92"
"8745","Descuento en productos de hogar","15.63"
"8746","Promoción exclusiva para tarjetas OH","17.09"
"8747","Descuento en electrodomésticos","15.79"
"8748","Oferta relámpago en bebidas y licores","14.16"
"8749","Descuento por compra mayor a S/100","40.75"
"8750","Cashback en compras con tarjeta de crédito","15.97"
"8751","Promoción de regreso a clases","42.94"
"8752","Descuento en alimentos congelados","27.78"
"8753","Descuento exclusivo para clientes premium","6.91"
"8754","Oferta especial en tecnología","45.79"
"8755","Promoción de verano","19.73"
"8756","Rebaja en productos de limpieza","12.98"
"8757","Descuento en productos de belleza y cuidado personal","8.05"
"8758","Descuento por compra mayor a S/100","31.20"
"8759","Oferta especial en tecnología","28.47"
"8760","Descuento en alimentos congelados","10.81"
"8761","Descuento en alimentos congelados","44.23"
"8762","Rebaja en productos de limpieza","22.82"
"8763","Oferta relámpago en bebidas y licores","19.42"
"8764","Oferta especial en tecnología","7.29"
"8765","Cashback en compras con tarjeta de crédito","25.69"
"8766","Descuento exclusivo para clientes premium","45.40"
"8767","Oferta especial en tecnología","43.94"
"8768","Cashback en compras con tarjeta de crédito","17.02"
"8769","Oferta relámpago en bebidas y licores","36.47"
"8770","Oferta relámpago en bebidas y licores","20.39"
"8771","Promoción de regreso a clases","11.53"
"8772","Descuento en electrodomésticos","45.36"
"8773","Descuento en productos de belleza y cuidado personal","37.71"
"8774","Descuento por primera compra","14.07"
"8775","Oferta especial en tecnología","34.24"
"8776","Descuento por primera compra","9.64"
"8777","Descuento en electrodomésticos","26.04"
"8778","Promoción de verano","39.63"
"8779","Oferta relámpago en bebidas y licores","15.69"
"8780","Oferta especial en tecnología","37.20"
"8781","Cashback en compras con tarjeta de crédito","18.97"
"8782","Promoción de regreso a clases","6.00"
"8783","Rebaja en productos de limpieza","42.63"
"8784","Promoción de verano","20.39"
"8785","Oferta relámpago en bebidas y licores","42.38"
"8786","Descuento por compra mayor a S/100","39.69"
"8787","Promoción exclusiva para tarjetas OH","14.13"
"8788","Oferta especial en tecnología","36.46"
"8789","Promoción de regreso a clases","38.99"
"8790","Descuento en productos de belleza y cuidado personal","31.08"
"8791","Oferta relámpago en bebidas y licores","12.10"
"8792","Oferta relámpago en bebidas y licores","41.05"
"8793","Oferta relámpago en bebidas y licores","40.57"
"8794","Promoción de verano","27.61"
"8795","Promoción exclusiva para tarjetas OH","43.40"
"8796","Promoción de regreso a clases","45.03"
"8797","Cashback en compras con tarjeta de crédito","38.93"
"8798","Descuento en productos de belleza y cuidado personal","27.25"
"8799","Promoción de regreso a clases","37.69"
"8800","Descuento en productos de hogar","48.42"
"8801","Oferta especial en tecnología","10.66"
"8802","Descuento en electrodomésticos","34.93"
"8803","Descuento en electrodomésticos","8.66"
"8804","Rebaja en productos de limpieza","24.04"
"8805","Promoción de verano","5.93"
"8806","Oferta relámpago en bebidas y licores","37.74"
"8807","Promoción exclusiva para tarjetas OH","26.61"
"8808","Promoción de verano","22.01"
"8809","Descuento en electrodomésticos","39.21"
"8810","Promoción de regreso a clases","9.89"
"8811","Descuento exclusivo para clientes premium","6.13"
"8812","2x1 en productos seleccionados","29.74"
"8813","Promoción exclusiva para tarjetas OH","40.30"
"8814","Oferta relámpago en bebidas y licores","21.47"
"8815","Descuento en productos de belleza y cuidado personal","6.78"
"8816","Descuento por compra mayor a S/100","13.95"
"8817","Rebaja en productos de limpieza","40.89"
"8818","Descuento en productos de belleza y cuidado personal","26.87"
"8819","Promoción de verano","5.11"
"8820","Descuento por compra mayor a S/100","36.02"
"8821","Descuento en productos de belleza y cuidado personal","9.40"
"8822","Rebaja en productos de limpieza","16.52"
"8823","Rebaja en productos de limpieza","42.62"
"8824","Descuento por primera compra","46.15"
"8825","Descuento por compra mayor a S/100","35.68"
"8826","Cashback en compras con tarjeta de crédito","17.12"
"8827","Promoción exclusiva para tarjetas OH","27.24"
"8828","2x1 en productos seleccionados","8.68"
"8829","Promoción exclusiva para tarjetas OH","25.15"
"8830","Descuento exclusivo para clientes premium","36.77"
"8831","Descuento en productos de hogar","30.69"
"8832","Descuento por compra mayor a S/100","42.39"
"8833","Descuento exclusivo para clientes premium","12.02"
"8834","Oferta especial en tecnología","11.67"
"8835","Descuento por primera compra","38.49"
"8836","Descuento en productos de belleza y cuidado personal","16.03"
"8837","Oferta relámpago en bebidas y licores","15.07"
"8838","Descuento por compra mayor a S/100","12.61"
"8839","Descuento en alimentos congelados","28.17"
"8840","Promoción de verano","9.59"
"8841","Oferta especial en tecnología","11.16"
"8842","Rebaja en productos de limpieza","16.95"
"8843","Oferta relámpago en bebidas y licores","13.70"
"8844","Promoción de regreso a clases","24.27"
"8845","Descuento en alimentos congelados","25.74"
"8846","2x1 en productos seleccionados","21.34"
"8847","Descuento por primera compra","45.45"
"8848","Descuento en productos de hogar","31.11"
"8849","Cashback en compras con tarjeta de crédito","13.65"
"8850","2x1 en productos seleccionados","5.85"
"8851","Rebaja en productos de limpieza","35.64"
"8852","Oferta relámpago en bebidas y licores","15.43"
"8853","Rebaja en productos de limpieza","23.34"
"8854","Promoción de verano","20.14"
"8855","Promoción exclusiva para tarjetas OH","13.09"
"8856","Promoción de verano","31.05"
"8857","Promoción exclusiva para tarjetas OH","16.47"
"8858","Descuento por primera compra","11.18"
"8859","Descuento en alimentos congelados","33.32"
"8860","Descuento en electrodomésticos","47.64"
"8861","Oferta especial en tecnología","38.77"
"8862","Oferta especial en tecnología","26.68"
"8863","Cashback en compras con tarjeta de crédito","20.59"
"8864","Descuento en productos de belleza y cuidado personal","34.45"
"8865","Oferta relámpago en bebidas y licores","28.47"
"8866","Oferta relámpago en bebidas y licores","11.42"
"8867","Cashback en compras con tarjeta de crédito","43.94"
"8868","2x1 en productos seleccionados","42.10"
"8869","Descuento exclusivo para clientes premium","30.66"
"8870","Descuento en electrodomésticos","37.08"
"8871","Descuento por compra mayor a S/100","22.53"
"8872","2x1 en productos seleccionados","14.23"
"8873","Descuento exclusivo para clientes premium","12.50"
"8874","Descuento en electrodomésticos","8.07"
"8875","Descuento por compra mayor a S/100","34.80"
"8876","Promoción de verano","25.88"
"8877","Descuento por compra mayor a S/100","28.87"
"8878","Descuento en electrodomésticos","27.69"
"8879","Descuento en electrodomésticos","29.09"
"8880","Oferta especial en tecnología","27.02"
"8881","Oferta especial en tecnología","32.60"
"8882","Promoción de verano","46.60"
"8883","Oferta relámpago en bebidas y licores","37.88"
"8884","Descuento en productos de belleza y cuidado personal","19.38"
"8885","Descuento en alimentos congelados","49.91"
"8886","Rebaja en productos de limpieza","29.38"
"8887","Promoción exclusiva para tarjetas OH","21.72"
"8888","Promoción exclusiva para tarjetas OH","30.26"
"8889","Descuento en productos de hogar","41.31"
"8890","Descuento en alimentos congelados","22.71"
"8891","Descuento en electrodomésticos","49.07"
"8892","Descuento en productos de belleza y cuidado personal","5.21"
"8893","Descuento exclusivo para clientes premium","40.43"
"8894","Descuento por compra mayor a S/100","17.63"
"8895","Descuento por compra mayor a S/100","31.63"
"8896","Oferta relámpago en bebidas y licores","42.97"
"8897","Oferta especial en tecnología","37.53"
"8898","Descuento exclusivo para clientes premium","40.75"
"8899","Promoción de regreso a clases","7.74"
"8900","Descuento en productos de hogar","14.24"
"8901","Descuento por primera compra","49.38"
"8902","2x1 en productos seleccionados","14.84"
"8903","Oferta especial en tecnología","25.68"
"8904","Promoción de regreso a clases","39.70"
"8905","Promoción exclusiva para tarjetas OH","12.72"
"8906","Promoción de verano","24.56"
"8907","Descuento en productos de belleza y cuidado personal","18.61"
"8908","Promoción de verano","22.13"
"8909","Descuento por compra mayor a S/100","15.25"
"8910","Oferta relámpago en bebidas y licores","9.46"
"8911","Descuento exclusivo para clientes premium","17.33"
"8912","Descuento por primera compra","33.33"
"8913","Promoción de regreso a clases","36.10"
"8914","Descuento por compra mayor a S/100","38.68"
"8915","Descuento exclusivo para clientes premium","5.90"
"8916","Promoción de verano","7.40"
"8917","Oferta especial en tecnología","39.93"
"8918","Descuento exclusivo para clientes premium","30.04"
"8919","Oferta especial en tecnología","8.76"
"8920","Oferta especial en tecnología","41.73"
"8921","Descuento en productos de belleza y cuidado personal","49.27"
"8922","Descuento en productos de hogar","30.24"
"8923","Descuento en alimentos congelados","18.30"
"8924","Descuento en electrodomésticos","42.36"
"8925","Promoción exclusiva para tarjetas OH","21.14"
"8926","Descuento en alimentos congelados","44.20"
"8927","Cashback en compras con tarjeta de crédito","12.11"
"8928","Descuento por compra mayor a S/100","23.87"
"8929","Descuento en alimentos congelados","37.19"
"8930","Oferta especial en tecnología","47.20"
"8931","2x1 en productos seleccionados","34.55"
"8932","Descuento por compra mayor a S/100","44.59"
"8933","Descuento en productos de hogar","39.45"
"8934","Descuento exclusivo para clientes premium","42.48"
"8935","Promoción de verano","45.69"
"8936","Descuento en productos de belleza y cuidado personal","44.46"
"8937","Cashback en compras con tarjeta de crédito","49.06"
"8938","Descuento exclusivo para clientes premium","8.86"
"8939","Descuento en productos de hogar","31.04"
"8940","2x1 en productos seleccionados","33.37"
"8941","Rebaja en productos de limpieza","7.17"
"8942","2x1 en productos seleccionados","17.98"
"8943","Descuento en electrodomésticos","6.09"
"8944","Descuento en productos de hogar","33.73"
"8945","Oferta relámpago en bebidas y licores","11.37"
"8946","Promoción exclusiva para tarjetas OH","26.06"
"8947","Cashback en compras con tarjeta de crédito","28.01"
"8948","Promoción de regreso a clases","45.37"
"8949","Descuento en productos de belleza y cuidado personal","11.41"
"8950","Descuento en productos de hogar","29.93"
"8951","Oferta relámpago en bebidas y licores","11.57"
"8952","Oferta especial en tecnología","6.76"
"8953","Promoción exclusiva para tarjetas OH","40.77"
"8954","Promoción exclusiva para tarjetas OH","28.76"
"8955","2x1 en productos seleccionados","9.02"
"8956","Promoción de regreso a clases","19.83"
"8957","Descuento exclusivo para clientes premium","29.40"
"8958","2x1 en productos seleccionados","45.63"
"8959","Descuento en productos de belleza y cuidado personal","46.95"
"8960","Cashback en compras con tarjeta de crédito","17.32"
"8961","Cashback en compras con tarjeta de crédito","19.35"
"8962","Oferta relámpago en bebidas y licores","22.72"
"8963","Descuento exclusivo para clientes premium","22.63"
"8964","Oferta relámpago en bebidas y licores","10.14"
"8965","Oferta relámpago en bebidas y licores","18.90"
"8966","Rebaja en productos de limpieza","25.34"
"8967","Descuento en productos de hogar","33.43"
"8968","Oferta especial en tecnología","14.61"
"8969","2x1 en productos seleccionados","31.40"
"8970","Promoción de regreso a clases","48.43"
"8971","Descuento por primera compra","41.24"
"8972","Descuento por compra mayor a S/100","46.58"
"8973","Oferta especial en tecnología","25.65"
"8974","Descuento por compra mayor a S/100","27.34"
"8975","Promoción de regreso a clases","43.60"
"8976","Oferta especial en tecnología","13.36"
"8977","Descuento en electrodomésticos","30.67"
"8978","Oferta relámpago en bebidas y licores","49.45"
"8979","Promoción exclusiva para tarjetas OH","13.89"
"8980","Oferta especial en tecnología","24.60"
"8981","Descuento en alimentos congelados","47.23"
"8982","Descuento en productos de belleza y cuidado personal","42.82"
"8983","Descuento por compra mayor a S/100","36.52"
"8984","Cashback en compras con tarjeta de crédito","46.95"
"8985","Promoción de regreso a clases","40.92"
"8986","2x1 en productos seleccionados","15.64"
"8987","Descuento en alimentos congelados","22.19"
"8988","2x1 en productos seleccionados","22.59"
"8989","Descuento en productos de belleza y cuidado personal","25.88"
"8990","Promoción exclusiva para tarjetas OH","37.84"
"8991","Promoción exclusiva para tarjetas OH","6.09"
"8992","Rebaja en productos de limpieza","35.51"
"8993","Promoción de regreso a clases","27.06"
"8994","Descuento por primera compra","40.15"
"8995","Descuento en alimentos congelados","37.75"
"8996","Cashback en compras con tarjeta de crédito","17.71"
"8997","Rebaja en productos de limpieza","43.31"
"8998","2x1 en productos seleccionados","30.50"
"8999","Oferta especial en tecnología","29.44"
"9000","Descuento por primera compra","22.78"
"9001","Descuento por compra mayor a S/100","5.24"
"9002","Oferta relámpago en bebidas y licores","13.70"
"9003","Descuento en electrodomésticos","27.73"
"9004","Promoción de verano","30.98"
"9005","Promoción exclusiva para tarjetas OH","41.98"
"9006","Oferta especial en tecnología","45.81"
"9007","Descuento en productos de hogar","40.64"
"9008","Descuento en productos de belleza y cuidado personal","25.24"
"9009","Promoción de verano","44.79"
"9010","Promoción de verano","43.98"
"9011","Descuento en productos de hogar","35.55"
"9012","Descuento en productos de belleza y cuidado personal","15.26"
"9013","Promoción exclusiva para tarjetas OH","9.23"
"9014","Descuento en alimentos congelados","22.98"
"9015","Cashback en compras con tarjeta de crédito","42.02"
"9016","Promoción exclusiva para tarjetas OH","43.69"
"9017","Descuento exclusivo para clientes premium","8.32"
"9018","Promoción de verano","29.91"
"9019","2x1 en productos seleccionados","18.75"
"9020","Descuento exclusivo para clientes premium","36.90"
"9021","Descuento en productos de belleza y cuidado personal","10.78"
"9022","2x1 en productos seleccionados","18.77"
"9023","Promoción de verano","45.72"
"9024","Rebaja en productos de limpieza","7.74"
"9025","Oferta relámpago en bebidas y licores","18.43"
"9026","Descuento en productos de hogar","33.44"
"9027","Oferta relámpago en bebidas y licores","9.62"
"9028","Descuento por compra mayor a S/100","31.89"
"9029","Descuento por primera compra","43.64"
"9030","Descuento exclusivo para clientes premium","27.44"
"9031","Cashback en compras con tarjeta de crédito","38.34"
"9032","2x1 en productos seleccionados","45.30"
"9033","Descuento en productos de belleza y cuidado personal","9.65"
"9034","Promoción de regreso a clases","25.16"
"9035","2x1 en productos seleccionados","42.73"
"9036","Descuento en alimentos congelados","10.44"
"9037","Cashback en compras con tarjeta de crédito","12.03"
"9038","Rebaja en productos de limpieza","29.00"
"9039","Promoción exclusiva para tarjetas OH","40.14"
"9040","Cashback en compras con tarjeta de crédito","9.78"
"9041","2x1 en productos seleccionados","35.34"
"9042","Promoción exclusiva para tarjetas OH","37.17"
"9043","Descuento por compra mayor a S/100","48.97"
"9044","Oferta especial en tecnología","45.29"
"9045","Descuento en alimentos congelados","30.52"
"9046","Promoción de regreso a clases","21.48"
"9047","Descuento en alimentos congelados","42.28"
"9048","Descuento exclusivo para clientes premium","45.40"
"9049","Oferta relámpago en bebidas y licores","49.91"
"9050","Descuento por compra mayor a S/100","17.99"
"9051","Promoción exclusiva para tarjetas OH","25.83"
"9052","Rebaja en productos de limpieza","49.23"
"9053","Oferta relámpago en bebidas y licores","32.45"
"9054","Descuento por primera compra","5.47"
"9055","Descuento en alimentos congelados","21.04"
"9056","Cashback en compras con tarjeta de crédito","10.44"
"9057","Oferta relámpago en bebidas y licores","26.01"
"9058","Promoción de regreso a clases","47.99"
"9059","Descuento por compra mayor a S/100","28.50"
"9060","Descuento en electrodomésticos","39.93"
"9061","Cashback en compras con tarjeta de crédito","37.40"
"9062","Oferta especial en tecnología","9.86"
"9063","Descuento en productos de hogar","18.51"
"9064","2x1 en productos seleccionados","41.64"
"9065","Descuento por primera compra","38.05"
"9066","Descuento en productos de belleza y cuidado personal","47.10"
"9067","Descuento en electrodomésticos","44.32"
"9068","Promoción exclusiva para tarjetas OH","18.34"
"9069","Descuento por primera compra","22.22"
"9070","Descuento en alimentos congelados","11.76"
"9071","Oferta especial en tecnología","43.88"
"9072","Oferta relámpago en bebidas y licores","49.11"
"9073","Rebaja en productos de limpieza","15.35"
"9074","Descuento exclusivo para clientes premium","11.62"
"9075","Oferta especial en tecnología","36.85"
"9076","Descuento en productos de hogar","5.23"
"9077","Descuento en productos de belleza y cuidado personal","5.78"
"9078","Descuento en productos de hogar","48.78"
"9079","Descuento exclusivo para clientes premium","9.34"
"9080","Descuento en alimentos congelados","8.45"
"9081","Promoción de verano","26.01"
"9082","Oferta relámpago en bebidas y licores","11.55"
"9083","Cashback en compras con tarjeta de crédito","10.72"
"9084","Promoción de regreso a clases","22.58"
"9085","Cashback en compras con tarjeta de crédito","25.60"
"9086","Descuento exclusivo para clientes premium","40.44"
"9087","Promoción exclusiva para tarjetas OH","21.05"
"9088","Promoción de regreso a clases","38.21"
"9089","Oferta especial en tecnología","30.05"
"9090","Descuento en alimentos congelados","20.25"
"9091","Promoción de verano","15.55"
"9092","Rebaja en productos de limpieza","17.16"
"9093","Descuento en alimentos congelados","33.69"
"9094","Descuento en productos de hogar","9.10"
"9095","Promoción de verano","16.72"
"9096","Descuento por primera compra","21.85"
"9097","Descuento por primera compra","30.06"
"9098","Oferta especial en tecnología","7.73"
"9099","Descuento exclusivo para clientes premium","24.15"
"9100","Oferta relámpago en bebidas y licores","34.46"
"9101","2x1 en productos seleccionados","43.20"
"9102","Descuento en productos de hogar","40.63"
"9103","Promoción exclusiva para tarjetas OH","19.23"
"9104","Descuento en productos de hogar","15.43"
"9105","Descuento en alimentos congelados","31.96"
"9106","Rebaja en productos de limpieza","22.07"
"9107","Promoción de regreso a clases","20.95"
"9108","Cashback en compras con tarjeta de crédito","46.94"
"9109","Promoción exclusiva para tarjetas OH","8.30"
"9110","Cashback en compras con tarjeta de crédito","29.22"
"9111","Oferta especial en tecnología","34.45"
"9112","Oferta especial en tecnología","48.64"
"9113","Promoción de verano","14.13"
"9114","Descuento en alimentos congelados","25.48"
"9115","Promoción de verano","15.19"
"9116","Oferta especial en tecnología","7.66"
"9117","Cashback en compras con tarjeta de crédito","32.73"
"9118","Promoción de verano","36.29"
"9119","Descuento en productos de hogar","37.94"
"9120","Descuento por compra mayor a S/100","48.25"
"9121","Descuento exclusivo para clientes premium","8.50"
"9122","Descuento en electrodomésticos","9.28"
"9123","Descuento en productos de hogar","21.04"
"9124","Descuento por primera compra","13.20"
"9125","Descuento por compra mayor a S/100","48.36"
"9126","Oferta especial en tecnología","11.92"
"9127","Descuento en alimentos congelados","41.16"
"9128","2x1 en productos seleccionados","23.30"
"9129","Promoción de regreso a clases","31.77"
"9130","Promoción de regreso a clases","23.69"
"9131","Descuento en productos de hogar","48.97"
"9132","Descuento por primera compra","43.82"
"9133","Descuento exclusivo para clientes premium","18.15"
"9134","Descuento en electrodomésticos","42.87"
"9135","Promoción exclusiva para tarjetas OH","19.12"
"9136","Rebaja en productos de limpieza","26.07"
"9137","Oferta especial en tecnología","11.05"
"9138","Rebaja en productos de limpieza","36.99"
"9139","Promoción de verano","17.45"
"9140","Promoción exclusiva para tarjetas OH","49.50"
"9141","Descuento en alimentos congelados","48.84"
"9142","Promoción de verano","29.28"
"9143","Descuento exclusivo para clientes premium","11.21"
"9144","Cashback en compras con tarjeta de crédito","9.75"
"9145","Promoción de verano","41.09"
"9146","Descuento en alimentos congelados","23.80"
"9147","Descuento por primera compra","28.27"
"9148","Promoción exclusiva para tarjetas OH","10.42"
"9149","Descuento en productos de belleza y cuidado personal","11.07"
"9150","Descuento en electrodomésticos","5.77"
"9151","Descuento en productos de hogar","45.07"
"9152","Descuento por primera compra","33.83"
"9153","Descuento en electrodomésticos","15.36"
"9154","Descuento en productos de hogar","26.56"
"9155","Promoción de verano","6.35"
"9156","Promoción de verano","19.52"
"9157","Descuento en electrodomésticos","21.16"
"9158","Descuento por primera compra","13.08"
"9159","2x1 en productos seleccionados","11.28"
"9160","Descuento en alimentos congelados","44.44"
"9161","Descuento en electrodomésticos","28.87"
"9162","Descuento en alimentos congelados","15.24"
"9163","Oferta especial en tecnología","22.50"
"9164","Descuento exclusivo para clientes premium","41.65"
"9165","Descuento en productos de belleza y cuidado personal","30.92"
"9166","Oferta relámpago en bebidas y licores","7.95"
"9167","Descuento por primera compra","33.33"
"9168","Descuento en electrodomésticos","15.30"
"9169","Oferta especial en tecnología","32.54"
"9170","Descuento en productos de belleza y cuidado personal","25.48"
"9171","Descuento por primera compra","38.85"
"9172","Oferta especial en tecnología","47.61"
"9173","Promoción exclusiva para tarjetas OH","45.36"
"9174","Promoción de verano","20.20"
"9175","Oferta relámpago en bebidas y licores","42.45"
"9176","Promoción de verano","26.20"
"9177","Descuento en alimentos congelados","13.95"
"9178","2x1 en productos seleccionados","26.55"
"9179","Oferta relámpago en bebidas y licores","33.37"
"9180","Descuento en productos de hogar","41.72"
"9181","Descuento exclusivo para clientes premium","32.35"
"9182","Descuento exclusivo para clientes premium","22.48"
"9183","2x1 en productos seleccionados","47.21"
"9184","Descuento en alimentos congelados","22.60"
"9185","Descuento por primera compra","44.54"
"9186","Oferta especial en tecnología","45.82"
"9187","Descuento exclusivo para clientes premium","25.85"
"9188","Rebaja en productos de limpieza","41.43"
"9189","Descuento en productos de hogar","40.15"
"9190","Descuento por primera compra","16.01"
"9191","Oferta relámpago en bebidas y licores","31.86"
"9192","Descuento en productos de hogar","42.39"
"9193","Descuento en electrodomésticos","9.61"
"9194","Rebaja en productos de limpieza","41.76"
"9195","Promoción de regreso a clases","41.40"
