"id_pago","metodo","monto","fecha_pago"
"10650","Tarjeta de Débito","347.15","2024-10-08"
"10651","Tarjeta de Crédito","25.13","2024-05-07"
"10652","Tarjeta de Débito","449.64","2025-03-03"
"10653","Tarjeta de Crédito","339.42","2024-12-22"
"10654","Transferencia Bancaria","464.16","2025-01-01"
"10655","Transferencia Bancaria","109.89","2024-08-09"
"10656","Transferencia Bancaria","79.23","2025-01-08"
"10657","Tarjeta de Débito","34.01","2024-11-20"
"10658","Tarjeta de Crédito","202.03","2024-09-23"
"10659","Transferencia Bancaria","64.97","2024-09-14"
"10660","Transferencia Bancaria","86.39","2024-10-22"
"10661","Tarjeta de Crédito","86.21","2024-12-22"
"10662","Transferencia Bancaria","100.67","2024-06-30"
"10663","Tarjeta de Débito","11.06","2025-02-07"
"10664","Tarjeta de Débito","31.92","2025-03-07"
"10665","Tarjeta de Crédito","283.16","2024-07-17"
"10666","Tarjeta de Crédito","129.22","2024-07-08"
"10667","Efectivo","254.19","2024-11-19"
"10668","Transferencia Bancaria","369.00","2025-01-24"
"10669","Tarjeta de Débito","62.96","2024-08-13"
"10670","Transferencia Bancaria","429.31","2024-08-08"
"10671","Tarjeta de Débito","403.83","2024-05-21"
"10672","Transferencia Bancaria","366.89","2025-02-14"
"10673","Tarjeta de Crédito","451.83","2024-06-09"
"10674","Transferencia Bancaria","198.79","2024-06-23"
"10675","Efectivo","438.42","2024-11-17"
"10676","Tarjeta de Crédito","339.96","2025-03-01"
"10677","Transferencia Bancaria","392.92","2024-05-14"
"10678","Tarjeta de Crédito","428.09","2024-12-10"
"10679","Transferencia Bancaria","165.08","2024-04-14"
"10680","Efectivo","164.86","2024-06-22"
"10681","Tarjeta de Crédito","262.72","2024-10-23"
"10682","Transferencia Bancaria","241.30","2024-07-13"
"10683","Transferencia Bancaria","181.06","2024-10-13"
"10684","Transferencia Bancaria","142.25","2025-03-12"
"10685","Transferencia Bancaria","54.00","2024-09-20"
"10686","Tarjeta de Crédito","73.62","2024-12-12"
"10687","Transferencia Bancaria","418.67","2024-08-10"
"10688","Efectivo","444.66","2024-07-02"
"10689","Tarjeta de Crédito","120.38","2025-01-13"
"10690","Tarjeta de Débito","122.03","2024-12-10"
"10691","Transferencia Bancaria","373.80","2024-05-26"
"10692","Transferencia Bancaria","176.98","2024-08-25"
"10693","Transferencia Bancaria","112.40","2024-07-21"
"10694","Tarjeta de Débito","467.89","2025-02-24"
"10695","Efectivo","300.66","2024-08-17"
"10696","Transferencia Bancaria","388.00","2025-02-06"
"10697","Transferencia Bancaria","345.32","2024-11-22"
"10698","Tarjeta de Crédito","41.18","2024-08-15"
"10699","Efectivo","351.93","2024-05-15"
"10700","Transferencia Bancaria","476.27","2025-02-17"
"10701","Transferencia Bancaria","99.99","2024-09-09"
"10702","Efectivo","207.58","2024-03-27"
"10703","Transferencia Bancaria","129.53","2024-04-16"
"10704","Efectivo","26.34","2024-05-21"
"10705","Efectivo","258.65","2024-08-25"
"10706","Tarjeta de Crédito","214.03","2024-09-10"
"10707","Efectivo","174.52","2025-02-25"
"10708","Transferencia Bancaria","359.65","2024-10-19"
"10709","Tarjeta de Crédito","75.47","2024-06-02"
"10710","Efectivo","461.49","2024-07-12"
"10711","Transferencia Bancaria","52.75","2024-08-10"
"10712","Efectivo","453.51","2024-12-30"
"10713","Tarjeta de Débito","428.44","2025-01-25"
"10714","Transferencia Bancaria","238.04","2024-10-30"
"10715","Tarjeta de Débito","84.82","2024-06-19"
"10716","Transferencia Bancaria","304.06","2024-09-26"
"10717","Tarjeta de Débito","354.07","2024-06-03"
"10718","Tarjeta de Crédito","425.33","2024-04-21"
"10719","Tarjeta de Crédito","20.37","2024-11-12"
"10720","Tarjeta de Crédito","451.91","2024-03-26"
"10721","Transferencia Bancaria","495.14","2024-06-04"
"10722","Transferencia Bancaria","119.95","2025-02-11"
"10723","Transferencia Bancaria","401.46","2024-04-03"
"10724","Tarjeta de Crédito","477.15","2024-10-13"
"10725","Tarjeta de Débito","124.24","2024-09-23"
"10726","Transferencia Bancaria","67.44","2024-05-20"
"10727","Tarjeta de Débito","221.91","2024-05-06"
"10728","Tarjeta de Crédito","330.53","2024-06-01"
"10729","Transferencia Bancaria","416.06","2024-11-02"
"10730","Tarjeta de Crédito","363.94","2024-03-30"
"10731","Tarjeta de Débito","244.11","2024-07-29"
"10732","Efectivo","483.78","2024-10-07"
"10733","Tarjeta de Débito","331.04","2025-01-17"
"10734","Transferencia Bancaria","325.38","2025-01-29"
"10735","Transferencia Bancaria","340.87","2024-11-05"
"10736","Transferencia Bancaria","324.57","2025-01-13"
"10737","Transferencia Bancaria","364.51","2025-03-19"
"10738","Tarjeta de Crédito","231.92","2025-02-08"
"10739","Transferencia Bancaria","443.98","2024-12-06"
"10740","Transferencia Bancaria","242.29","2024-03-30"
"10741","Tarjeta de Débito","434.48","2024-08-25"
"10742","Efectivo","419.85","2024-08-02"
"10743","Tarjeta de Crédito","477.87","2024-04-16"
"10744","Tarjeta de Crédito","197.88","2024-09-18"
"10745","Tarjeta de Crédito","339.75","2024-08-31"
"10746","Transferencia Bancaria","66.15","2025-01-11"
"10747","Tarjeta de Crédito","25.42","2024-09-07"
"10748","Transferencia Bancaria","336.74","2024-04-05"
"10749","Transferencia Bancaria","305.72","2024-03-27"
"10750","Tarjeta de Débito","40.17","2024-09-08"
"10751","Transferencia Bancaria","249.70","2025-02-06"
"10752","Efectivo","126.11","2024-10-30"
"10753","Transferencia Bancaria","176.55","2024-09-17"
"10754","Tarjeta de Débito","233.41","2024-11-11"
"10755","Tarjeta de Crédito","297.70","2024-06-17"
"10756","Efectivo","151.04","2024-08-03"
"10757","Transferencia Bancaria","28.84","2025-01-04"
"10758","Transferencia Bancaria","81.42","2024-03-24"
"10759","Transferencia Bancaria","246.80","2024-06-15"
"10760","Transferencia Bancaria","88.35","2024-12-13"
"10761","Transferencia Bancaria","448.21","2024-05-25"
"10762","Transferencia Bancaria","48.61","2024-09-09"
"10763","Tarjeta de Crédito","292.78","2025-02-24"
"10764","Tarjeta de Débito","427.51","2024-04-06"
"10765","Efectivo","432.06","2024-11-04"
"10766","Tarjeta de Crédito","385.08","2024-06-03"
"10767","Transferencia Bancaria","341.96","2024-12-18"
"10768","Tarjeta de Débito","363.09","2024-07-31"
"10769","Tarjeta de Débito","223.88","2024-05-15"
"10770","Transferencia Bancaria","491.21","2025-03-06"
"10771","Transferencia Bancaria","120.61","2025-02-03"
"10772","Tarjeta de Débito","195.30","2025-02-15"
"10773","Tarjeta de Débito","113.54","2024-06-25"
"10774","Transferencia Bancaria","211.69","2024-06-28"
"10775","Transferencia Bancaria","111.02","2024-04-26"
"10776","Tarjeta de Crédito","417.40","2024-08-03"
"10777","Tarjeta de Crédito","110.86","2024-11-27"
"10778","Transferencia Bancaria","124.40","2024-08-29"
"10779","Efectivo","316.91","2024-07-17"
"10780","Efectivo","409.50","2024-04-09"
"10781","Transferencia Bancaria","486.98","2024-05-04"
"10782","Transferencia Bancaria","371.37","2024-06-08"
"10783","Tarjeta de Débito","299.72","2025-03-13"
"10784","Tarjeta de Crédito","476.11","2024-11-17"
"10785","Transferencia Bancaria","271.76","2024-12-13"
"10786","Tarjeta de Crédito","386.24","2024-06-08"
"10787","Tarjeta de Crédito","320.61","2024-04-07"
"10788","Tarjeta de Débito","154.45","2024-04-26"
"10789","Transferencia Bancaria","231.16","2025-03-19"
"10790","Transferencia Bancaria","245.13","2025-01-18"
"10791","Tarjeta de Crédito","213.52","2024-08-26"
"10792","Tarjeta de Crédito","264.48","2024-12-29"
"10793","Efectivo","335.70","2024-11-16"
"10794","Transferencia Bancaria","305.72","2024-05-21"
"10795","Transferencia Bancaria","227.44","2024-07-25"
"10796","Transferencia Bancaria","107.24","2024-10-04"
"10797","Transferencia Bancaria","385.38","2024-07-25"
"10798","Tarjeta de Crédito","110.61","2025-01-01"
"10799","Tarjeta de Débito","305.18","2024-10-06"
"10800","Transferencia Bancaria","70.47","2025-02-10"
"10801","Tarjeta de Débito","238.48","2025-02-18"
"10802","Tarjeta de Crédito","194.58","2024-07-02"
"10803","Transferencia Bancaria","487.98","2024-09-16"
"10804","Tarjeta de Crédito","355.49","2025-02-20"
"10805","Transferencia Bancaria","84.50","2024-05-24"
"10806","Tarjeta de Crédito","276.79","2024-10-12"
"10807","Transferencia Bancaria","78.80","2024-11-09"
"10808","Transferencia Bancaria","308.10","2024-08-05"
"10809","Tarjeta de Crédito","383.74","2025-01-08"
"10810","Transferencia Bancaria","412.88","2024-10-27"
"10811","Efectivo","75.46","2024-08-06"
"10812","Transferencia Bancaria","132.91","2024-07-06"
"10813","Tarjeta de Crédito","292.06","2024-11-01"
"10814","Efectivo","133.67","2024-08-22"
"10815","Efectivo","12.33","2024-09-24"
"10816","Transferencia Bancaria","465.79","2024-12-19"
"10817","Transferencia Bancaria","17.50","2024-07-18"
"10818","Transferencia Bancaria","52.74","2025-01-02"
"10819","Tarjeta de Crédito","239.03","2024-08-12"
"10820","Transferencia Bancaria","466.88","2024-04-09"
"10821","Tarjeta de Débito","104.54","2025-02-06"
"10822","Efectivo","399.67","2025-02-07"
"10823","Transferencia Bancaria","370.84","2024-12-23"
"10824","Tarjeta de Crédito","130.52","2024-11-28"
"10825","Tarjeta de Crédito","221.92","2024-05-05"
"10826","Transferencia Bancaria","400.55","2024-11-26"
"10827","Transferencia Bancaria","24.26","2025-02-23"
"10828","Tarjeta de Débito","367.17","2024-04-25"
"10829","Transferencia Bancaria","105.74","2025-03-02"
"10830","Transferencia Bancaria","58.22","2024-09-07"
"10831","Transferencia Bancaria","385.00","2024-08-28"
"10832","Transferencia Bancaria","269.30","2025-02-08"
"10833","Transferencia Bancaria","293.84","2024-05-30"
"10834","Tarjeta de Débito","264.37","2024-03-30"
"10835","Transferencia Bancaria","43.47","2025-02-17"
"10836","Tarjeta de Crédito","143.67","2024-05-03"
"10837","Transferencia Bancaria","459.82","2024-08-22"
"10838","Transferencia Bancaria","38.61","2024-05-18"
"10839","Tarjeta de Débito","406.38","2024-09-10"
"10840","Transferencia Bancaria","174.39","2024-07-11"
"10841","Transferencia Bancaria","338.88","2025-01-03"
"10842","Transferencia Bancaria","338.89","2025-01-19"
"10843","Tarjeta de Débito","357.62","2024-05-22"
"10844","Tarjeta de Débito","432.51","2024-08-23"
"10845","Efectivo","378.98","2024-06-02"
"10846","Transferencia Bancaria","387.46","2024-10-18"
"10847","Transferencia Bancaria","44.77","2024-06-25"
"10848","Transferencia Bancaria","459.66","2024-11-05"
"10849","Efectivo","310.25","2024-09-26"
"10850","Tarjeta de Débito","18.39","2024-04-14"
"10851","Tarjeta de Crédito","36.99","2024-04-19"
"10852","Tarjeta de Débito","434.28","2024-12-19"
"10853","Transferencia Bancaria","432.01","2024-11-28"
"10854","Transferencia Bancaria","124.05","2024-03-29"
"10855","Tarjeta de Crédito","191.44","2024-10-03"
"10856","Efectivo","121.58","2024-08-08"
"10857","Efectivo","405.41","2025-01-12"
"10858","Tarjeta de Crédito","344.74","2025-02-07"
"10859","Tarjeta de Crédito","456.36","2024-06-15"
"10860","Tarjeta de Crédito","489.57","2024-12-22"
"10861","Tarjeta de Crédito","247.50","2024-12-12"
"10862","Transferencia Bancaria","296.33","2024-08-04"
"10863","Transferencia Bancaria","315.55","2025-01-27"
"10864","Transferencia Bancaria","425.09","2025-02-28"
"10865","Efectivo","170.40","2024-07-19"
"10866","Transferencia Bancaria","148.76","2024-11-05"
"10867","Tarjeta de Crédito","150.97","2024-05-28"
"10868","Tarjeta de Crédito","397.61","2024-06-20"
"10869","Tarjeta de Crédito","250.45","2024-06-11"
"10870","Efectivo","52.95","2025-01-09"
"10871","Tarjeta de Crédito","118.99","2024-10-29"
"10872","Transferencia Bancaria","137.77","2024-07-10"
"10873","Transferencia Bancaria","267.04","2025-02-08"
"10874","Transferencia Bancaria","158.76","2024-11-30"
"10875","Transferencia Bancaria","368.82","2024-04-21"
"10876","Tarjeta de Crédito","79.66","2024-05-15"
"10877","Transferencia Bancaria","23.62","2024-07-29"
"10878","Transferencia Bancaria","406.86","2024-11-06"
"10879","Transferencia Bancaria","374.52","2024-07-29"
"10880","Tarjeta de Crédito","255.56","2024-06-01"
"10881","Efectivo","419.81","2024-07-10"
"10882","Tarjeta de Crédito","333.98","2025-02-20"
"10883","Tarjeta de Crédito","69.78","2025-01-31"
"10884","Tarjeta de Débito","283.01","2024-08-26"
"10885","Transferencia Bancaria","197.15","2024-08-22"
"10886","Tarjeta de Crédito","216.97","2024-11-12"
"10887","Transferencia Bancaria","282.15","2024-04-18"
"10888","Tarjeta de Débito","386.63","2024-11-05"
"10889","Tarjeta de Crédito","284.51","2024-05-19"
"10890","Transferencia Bancaria","218.61","2024-07-06"
"10891","Efectivo","329.73","2024-09-02"
"10892","Transferencia Bancaria","170.59","2024-05-03"
"10893","Transferencia Bancaria","389.64","2024-06-03"
"10894","Tarjeta de Crédito","158.07","2024-12-21"
"10895","Tarjeta de Crédito","41.33","2024-05-04"
"10896","Tarjeta de Débito","130.35","2024-11-21"
"10897","Tarjeta de Débito","274.40","2025-02-11"
"10898","Transferencia Bancaria","497.02","2024-12-26"
"10899","Transferencia Bancaria","326.35","2025-01-13"
"10900","Tarjeta de Crédito","479.86","2024-12-14"
"10901","Transferencia Bancaria","108.22","2024-10-03"
"10902","Transferencia Bancaria","171.26","2024-05-08"
"10903","Tarjeta de Débito","465.67","2024-04-15"
"10904","Transferencia Bancaria","290.14","2024-06-12"
"10905","Tarjeta de Crédito","279.82","2024-12-13"
"10906","Efectivo","443.57","2024-11-03"
"10907","Transferencia Bancaria","487.51","2024-04-01"
"10908","Tarjeta de Crédito","258.52","2024-08-31"
"10909","Transferencia Bancaria","466.71","2024-05-02"
"10910","Tarjeta de Débito","191.76","2024-06-26"
"10911","Transferencia Bancaria","195.61","2024-05-01"
"10912","Efectivo","209.78","2024-11-09"
"10913","Tarjeta de Débito","323.78","2024-05-02"
"10914","Tarjeta de Crédito","339.65","2024-05-05"
"10915","Transferencia Bancaria","91.19","2024-05-05"
"10916","Efectivo","326.67","2025-02-16"
"10917","Tarjeta de Débito","26.77","2024-10-27"
"10918","Transferencia Bancaria","474.16","2025-02-09"
"10919","Transferencia Bancaria","183.43","2025-02-14"
"10920","Tarjeta de Crédito","112.57","2024-06-30"
"10921","Tarjeta de Crédito","477.60","2024-06-12"
"10922","Tarjeta de Crédito","101.48","2024-08-22"
"10923","Transferencia Bancaria","183.88","2024-12-01"
"10924","Transferencia Bancaria","488.30","2024-11-13"
"10925","Tarjeta de Crédito","361.47","2024-08-21"
"10926","Transferencia Bancaria","400.65","2024-10-31"
"10927","Transferencia Bancaria","452.42","2024-08-16"
"10928","Transferencia Bancaria","311.57","2024-08-05"
"10929","Transferencia Bancaria","186.35","2024-05-15"
"10930","Transferencia Bancaria","357.94","2024-12-14"
"10931","Transferencia Bancaria","411.28","2024-09-06"
"10932","Tarjeta de Débito","357.03","2024-08-10"
"10933","Transferencia Bancaria","469.57","2024-10-21"
"10934","Tarjeta de Débito","151.14","2024-08-23"
"10935","Transferencia Bancaria","499.95","2024-10-05"
"10936","Tarjeta de Crédito","344.59","2024-06-27"
"10937","Transferencia Bancaria","286.28","2024-09-11"
"10938","Tarjeta de Débito","367.95","2024-11-01"
"10939","Transferencia Bancaria","206.03","2024-11-14"
"10940","Transferencia Bancaria","320.09","2024-08-04"
"10941","Transferencia Bancaria","108.06","2024-10-24"
"10942","Efectivo","450.59","2024-04-06"
"10943","Transferencia Bancaria","324.70","2025-01-27"
"10944","Tarjeta de Crédito","294.48","2024-11-24"
"10945","Transferencia Bancaria","299.52","2024-11-24"
"10946","Tarjeta de Débito","274.23","2024-06-25"
"10947","Tarjeta de Crédito","85.54","2025-03-01"
"10948","Transferencia Bancaria","219.89","2024-11-30"
"10949","Transferencia Bancaria","389.81","2024-09-04"
"10950","Tarjeta de Débito","45.06","2024-12-17"
"10951","Tarjeta de Débito","291.16","2024-05-16"
"10952","Tarjeta de Crédito","393.98","2024-04-19"
"10953","Tarjeta de Débito","75.62","2024-04-26"
"10954","Tarjeta de Débito","274.59","2024-06-28"
"10955","Tarjeta de Débito","447.09","2024-05-01"
"10956","Transferencia Bancaria","158.87","2024-12-05"
"10957","Efectivo","195.32","2024-06-10"
"10958","Transferencia Bancaria","264.17","2024-07-28"
"10959","Tarjeta de Crédito","316.25","2024-05-10"
"10960","Efectivo","268.57","2024-05-23"
"10961","Tarjeta de Débito","472.04","2024-03-24"
"10962","Efectivo","105.91","2025-01-26"
"10963","Transferencia Bancaria","271.89","2024-04-03"
"10964","Efectivo","132.25","2024-05-22"
"10965","Tarjeta de Crédito","299.10","2024-11-14"
"10966","Tarjeta de Crédito","67.23","2024-12-15"
"10967","Tarjeta de Crédito","352.52","2025-02-17"
"10968","Tarjeta de Débito","212.15","2024-06-16"
"10969","Tarjeta de Crédito","239.64","2024-07-07"
"10970","Tarjeta de Crédito","12.54","2025-02-11"
"10971","Efectivo","343.80","2024-08-20"
"10972","Transferencia Bancaria","355.70","2024-11-18"
"10973","Tarjeta de Crédito","392.09","2025-01-21"
"10974","Transferencia Bancaria","356.71","2025-01-20"
"10975","Tarjeta de Débito","191.42","2024-11-11"
"10976","Transferencia Bancaria","252.93","2025-01-04"
"10977","Efectivo","40.92","2024-05-07"
"10978","Transferencia Bancaria","301.58","2024-04-22"
"10979","Tarjeta de Débito","147.35","2024-08-13"
"10980","Tarjeta de Débito","44.34","2024-09-02"
"10981","Transferencia Bancaria","257.76","2025-03-23"
"10982","Tarjeta de Crédito","291.08","2024-06-11"
"10983","Tarjeta de Débito","133.93","2024-04-18"
"10984","Transferencia Bancaria","475.69","2024-09-07"
"10985","Transferencia Bancaria","377.65","2024-06-29"
"10986","Tarjeta de Débito","107.85","2024-07-04"
"10987","Tarjeta de Crédito","375.68","2024-06-26"
"10988","Efectivo","293.84","2024-09-05"
"10989","Tarjeta de Débito","246.42","2025-01-25"
"10990","Transferencia Bancaria","339.31","2024-04-27"
"10991","Transferencia Bancaria","28.09","2024-05-20"
"10992","Tarjeta de Crédito","168.25","2024-12-25"
"10993","Tarjeta de Crédito","179.60","2024-08-22"
"10994","Tarjeta de Crédito","99.05","2024-12-21"
"10995","Efectivo","185.97","2024-05-18"
"10996","Transferencia Bancaria","134.00","2024-04-26"
"10997","Efectivo","220.91","2024-09-14"
"10998","Tarjeta de Crédito","192.05","2024-03-25"
"10999","Efectivo","465.95","2025-01-22"
"11000","Tarjeta de Crédito","442.10","2025-03-07"
"11001","Efectivo","428.98","2025-03-04"
"11002","Transferencia Bancaria","197.19","2024-06-07"
"11003","Transferencia Bancaria","222.34","2024-12-27"
"11004","Tarjeta de Crédito","444.55","2024-12-30"
"11005","Transferencia Bancaria","58.79","2024-11-04"
"11006","Tarjeta de Débito","138.94","2024-05-30"
"11007","Tarjeta de Débito","334.48","2024-10-03"
"11008","Transferencia Bancaria","364.67","2024-09-24"
"11009","Efectivo","188.26","2025-02-10"
"11010","Tarjeta de Débito","187.21","2024-08-03"
"11011","Transferencia Bancaria","400.06","2024-10-30"
"11012","Efectivo","298.54","2024-11-27"
"11013","Tarjeta de Débito","36.36","2025-01-22"
"11014","Transferencia Bancaria","362.84","2024-12-31"
"11015","Transferencia Bancaria","273.09","2024-12-31"
"11016","Transferencia Bancaria","370.88","2024-07-15"
"11017","Transferencia Bancaria","495.38","2025-03-08"
"11018","Transferencia Bancaria","282.60","2024-11-30"
"11019","Tarjeta de Débito","459.68","2025-03-08"
"11020","Tarjeta de Crédito","115.80","2025-03-18"
"11021","Tarjeta de Crédito","479.74","2024-04-07"
"11022","Tarjeta de Crédito","149.31","2024-12-17"
"11023","Tarjeta de Crédito","424.02","2024-10-26"
"11024","Tarjeta de Crédito","95.33","2024-07-27"
"11025","Transferencia Bancaria","206.39","2024-05-05"
"11026","Transferencia Bancaria","258.25","2025-03-04"
"11027","Tarjeta de Crédito","474.63","2024-06-27"
"11028","Efectivo","384.96","2024-04-30"
"11029","Tarjeta de Crédito","403.59","2025-01-30"
"11030","Tarjeta de Crédito","311.26","2024-12-25"
"11031","Transferencia Bancaria","311.34","2024-05-02"
"11032","Transferencia Bancaria","239.61","2024-05-22"
"11033","Transferencia Bancaria","162.54","2024-06-29"
"11034","Tarjeta de Débito","379.25","2025-03-10"
"11035","Transferencia Bancaria","25.85","2024-09-06"
"11036","Transferencia Bancaria","317.02","2024-05-01"
"11037","Tarjeta de Débito","495.47","2024-07-14"
"11038","Tarjeta de Débito","227.28","2024-05-30"
"11039","Tarjeta de Crédito","161.94","2025-02-23"
"11040","Tarjeta de Crédito","264.05","2024-04-04"
"11041","Efectivo","235.87","2024-12-11"
"11042","Transferencia Bancaria","299.37","2024-10-29"
"11043","Tarjeta de Débito","425.80","2024-11-30"
"11044","Tarjeta de Crédito","225.84","2024-08-06"
"11045","Transferencia Bancaria","272.32","2024-09-06"
"11046","Transferencia Bancaria","406.41","2025-03-04"
"11047","Transferencia Bancaria","414.84","2024-09-02"
"11048","Tarjeta de Crédito","400.77","2024-03-27"
"11049","Transferencia Bancaria","123.79","2024-11-23"
"11050","Transferencia Bancaria","360.32","2024-09-16"
"11051","Tarjeta de Débito","341.55","2024-08-31"
"11052","Transferencia Bancaria","441.32","2024-06-12"
"11053","Transferencia Bancaria","150.17","2024-10-28"
"11054","Transferencia Bancaria","440.52","2024-07-09"
"11055","Efectivo","203.46","2024-10-20"
"11056","Tarjeta de Crédito","479.05","2024-08-28"
"11057","Transferencia Bancaria","37.39","2024-06-02"
"11058","Tarjeta de Crédito","291.27","2024-08-28"
"11059","Tarjeta de Débito","429.66","2024-10-01"
"11060","Transferencia Bancaria","391.53","2024-12-21"
"11061","Tarjeta de Débito","368.64","2024-06-29"
"11062","Tarjeta de Crédito","157.94","2025-02-03"
"11063","Tarjeta de Crédito","83.27","2024-05-17"
"11064","Tarjeta de Débito","215.31","2024-06-04"
"11065","Transferencia Bancaria","466.82","2025-01-22"
"11066","Transferencia Bancaria","471.02","2024-04-04"
"11067","Transferencia Bancaria","351.77","2024-12-07"
"11068","Tarjeta de Débito","448.52","2024-05-05"
"11069","Transferencia Bancaria","288.06","2025-02-13"
"11070","Tarjeta de Crédito","458.30","2024-05-27"
"11071","Transferencia Bancaria","156.94","2024-12-05"
"11072","Tarjeta de Débito","162.46","2024-10-20"
"11073","Tarjeta de Débito","95.24","2025-01-01"
"11074","Tarjeta de Crédito","208.08","2024-05-05"
"11075","Transferencia Bancaria","157.01","2025-01-01"
"11076","Efectivo","214.64","2024-04-15"
"11077","Efectivo","207.68","2024-12-30"
"11078","Transferencia Bancaria","17.64","2025-01-24"
"11079","Transferencia Bancaria","453.53","2024-09-28"
"11080","Transferencia Bancaria","130.93","2024-09-10"
"11081","Transferencia Bancaria","179.86","2024-07-16"
"11082","Transferencia Bancaria","271.63","2024-03-25"
"11083","Transferencia Bancaria","496.83","2024-11-11"
"11084","Transferencia Bancaria","62.01","2024-12-05"
"11085","Tarjeta de Crédito","475.86","2024-06-30"
"11086","Tarjeta de Débito","252.29","2024-09-29"
"11087","Efectivo","237.03","2024-03-28"
"11088","Tarjeta de Crédito","113.99","2024-09-01"
"11089","Efectivo","348.89","2025-03-16"
"11090","Tarjeta de Débito","227.66","2025-02-24"
"11091","Efectivo","203.23","2024-04-28"
"11092","Transferencia Bancaria","394.22","2025-02-12"
"11093","Efectivo","446.69","2025-02-01"
"11094","Tarjeta de Crédito","301.14","2024-09-11"
"11095","Transferencia Bancaria","250.17","2024-11-17"
"11096","Transferencia Bancaria","452.17","2024-08-13"
"11097","Tarjeta de Crédito","316.52","2024-10-29"
"11098","Tarjeta de Crédito","265.35","2024-04-12"
"11099","Transferencia Bancaria","170.22","2024-06-01"
"11100","Tarjeta de Crédito","348.96","2024-12-31"
"11101","Transferencia Bancaria","454.24","2025-03-14"
"11102","Tarjeta de Débito","233.41","2024-09-23"
"11103","Transferencia Bancaria","373.61","2025-01-29"
"11104","Tarjeta de Débito","14.50","2025-01-29"
"11105","Transferencia Bancaria","394.91","2025-03-08"
"11106","Tarjeta de Débito","187.39","2024-12-25"
"11107","Tarjeta de Débito","418.23","2025-01-24"
"11108","Tarjeta de Crédito","260.36","2025-01-23"
"11109","Transferencia Bancaria","95.07","2024-04-01"
"11110","Transferencia Bancaria","321.93","2024-09-30"
"11111","Tarjeta de Débito","203.69","2024-05-18"
"11112","Transferencia Bancaria","119.86","2024-08-03"
"11113","Tarjeta de Crédito","418.99","2024-10-06"
"11114","Transferencia Bancaria","70.15","2024-06-08"
"11115","Tarjeta de Crédito","263.17","2024-11-02"
"11116","Tarjeta de Crédito","244.60","2025-01-03"
"11117","Tarjeta de Débito","400.27","2024-05-06"
"11118","Tarjeta de Débito","477.04","2025-03-10"
"11119","Tarjeta de Crédito","136.41","2025-03-13"
"11120","Tarjeta de Crédito","231.09","2024-11-30"
"11121","Tarjeta de Crédito","410.42","2024-04-16"
"11122","Transferencia Bancaria","328.63","2024-05-30"
"11123","Transferencia Bancaria","499.52","2024-10-12"
"11124","Tarjeta de Crédito","114.53","2024-05-22"
"11125","Tarjeta de Crédito","444.12","2024-05-12"
"11126","Tarjeta de Débito","257.81","2024-03-25"
"11127","Tarjeta de Débito","498.61","2025-01-19"
"11128","Transferencia Bancaria","299.37","2024-06-18"
"11129","Tarjeta de Crédito","236.66","2024-04-13"
"11130","Tarjeta de Débito","397.25","2024-12-31"
"11131","Tarjeta de Débito","401.07","2024-12-08"
"11132","Efectivo","199.86","2025-02-27"
"11133","Transferencia Bancaria","95.30","2024-10-22"
"11134","Transferencia Bancaria","83.74","2025-01-22"
"11135","Tarjeta de Crédito","219.41","2024-07-09"
"11136","Efectivo","156.45","2024-11-21"
"11137","Transferencia Bancaria","413.43","2025-02-08"
"11138","Efectivo","283.18","2024-11-15"
"11139","Tarjeta de Crédito","221.09","2024-09-26"
"11140","Transferencia Bancaria","80.18","2025-01-21"
"11141","Tarjeta de Débito","408.07","2024-09-04"
"11142","Transferencia Bancaria","255.54","2025-01-29"
"11143","Tarjeta de Débito","438.86","2024-12-16"
"11144","Transferencia Bancaria","357.60","2024-06-06"
"11145","Tarjeta de Crédito","184.45","2024-07-17"
"11146","Transferencia Bancaria","265.03","2024-07-27"
"11147","Tarjeta de Débito","321.92","2024-09-25"
"11148","Tarjeta de Débito","363.65","2024-11-14"
"11149","Transferencia Bancaria","232.81","2024-03-26"
"11150","Transferencia Bancaria","24.31","2024-07-19"
"11151","Tarjeta de Crédito","90.73","2024-12-03"
"11152","Transferencia Bancaria","401.41","2024-12-17"
"11153","Transferencia Bancaria","30.85","2024-06-23"
"11154","Efectivo","224.58","2024-11-28"
"11155","Efectivo","75.60","2024-04-02"
"11156","Transferencia Bancaria","216.67","2024-05-15"
"11157","Tarjeta de Crédito","314.61","2024-03-30"
"11158","Tarjeta de Crédito","61.50","2024-06-04"
"11159","Efectivo","82.70","2024-07-17"
"11160","Efectivo","419.62","2024-04-19"
"11161","Transferencia Bancaria","491.48","2025-01-14"
"11162","Transferencia Bancaria","475.53","2024-12-19"
"11163","Efectivo","292.31","2024-05-24"
"11164","Transferencia Bancaria","157.46","2025-02-17"
"11165","Tarjeta de Crédito","437.24","2024-11-28"
"11166","Tarjeta de Crédito","440.66","2024-12-13"
"11167","Transferencia Bancaria","287.50","2025-01-07"
"11168","Tarjeta de Débito","433.98","2024-11-07"
"11169","Tarjeta de Crédito","56.37","2024-06-07"
"11170","Tarjeta de Crédito","177.16","2024-11-30"
"11171","Tarjeta de Débito","280.71","2024-12-24"
"11172","Tarjeta de Crédito","22.90","2024-04-10"
"11173","Transferencia Bancaria","180.84","2024-09-13"
