"id_producto","nombre","id_categoria","marca","precio","stock","id_proveedor","fechaIngreso","tamano","SKU"
"5406","Bicicleta Montaña Aro 29","4","Aro","1030.39","53","314","2024-10-18","unidad","4eec4499"
"5407","Zapatillas Urbanas Hombre","3","Skechers","224.31","15","414","2024-05-25","par","823494a1"
"5408","Cocina Mabe 4 hornillas","5","Mabe","928.45","76","901","2024-11-10","unidad","5fad73d1"
"5409","Cocina Mabe 4 hornillas","5","Mabe","940.45","93","797","2024-05-05","unidad","75c7f05d"
"5410","Impresora Multifuncional HP","6","HP","347.71","3","70","2025-02-12","unidad","ab674705"
"5411","Paracetamol 500mg x10","7","Genfar","4.18","1","854","2025-01-26","blister","c2de21c3"
"5412","Impresora Multifuncional HP","6","HP","365.56","44","194","2024-08-27","unidad","601c442c"
"5413","Aceite de Motor Mobil 4L","10","Mobil","109.82","34","598","2024-11-30","litro","804c9ad9"
"5414","Pelota de fútbol Adidas","4","Adidas","84.24","84","295","2025-03-16","unidad","c65b4c43"
"5415","Zapatillas Urbanas Hombre","3","Skechers","241.28","77","938","2024-10-27","par","b7ecf232"
"5416","Carro Hot Wheels","9","Mattel","20.25","28","416","2024-05-29","unidad","a7c22f72"
"5417","Pelota de fútbol Adidas","4","Adidas","81.60","54","985","2025-02-06","unidad","e2c341fb"
"5418","Paracetamol 500mg x10","7","Genfar","3.94","69","692","2024-04-22","blister","f20bafc9"
"5419","Alcohol 70% 1L","7","Zegel","10.23","86","775","2024-07-23","litro","f1cc89ad"
"5420","Arroz Costeño 5kg","2","Costeño","30.42","54","448","2024-06-06","kg","026cd194"
"5421","Televisor LG 55'' UHD","1","LG","1913.39","4","554","2025-02-21","unidad","e7d41e71"
"5422","Tablet Samsung Galaxy Tab A8","6","Samsung","766.87","97","902","2025-04-09","unidad","5a2bf714"
"5423","Leche Gloria UHT 1L","2","Gloria","5.18","61","818","2024-12-14","litro","6128308f"
"5424","Alcohol 70% 1L","7","Zegel","13.87","50","110","2024-05-23","litro","418f727a"
"5425","Refrigeradora Samsung 300L","5","Samsung","2148.70","52","556","2024-10-08","unidad","83672605"
"5426","Vitamina C 1000mg x20","7","La Santé","12.30","63","381","2025-02-21","blister","49d0e451"
"5427","Arroz Costeño 5kg","2","Costeño","27.45","6","263","2024-06-30","kg","1cba60a3"
"5428","Leche Gloria UHT 1L","2","Gloria","4.54","18","570","2024-05-18","litro","805e6479"
"5429","Shampoo Sedal 650ml","8","Sedal","17.13","58","934","2024-08-07","mililitro","dd6473e5"
"5430","Carro Hot Wheels","9","Mattel","17.48","52","357","2024-08-07","unidad","c348b40c"
"5431","Alcohol 70% 1L","7","Zegel","8.66","70","153","2024-11-16","litro","322aabb5"
"5432","Shampoo Sedal 650ml","8","Sedal","13.62","20","553","2024-07-26","mililitro","cd3b8ce4"
"5433","Guantes de Box Everlast","4","Everlast","74.58","79","254","2025-01-11","par","91f925d8"
"5434","Celular Samsung Galaxy A14","1","Samsung","839.74","67","675","2024-11-22","unidad","9815902d"
"5435","Jean Mujer Skinny","3","Do Jeans","103.32","23","20","2025-01-03","unidad","87c2aaf3"
"5436","Leche Gloria UHT 1L","2","Gloria","5.37","50","758","2025-03-07","litro","a37ea885"
"5437","Limpia parabrisas 500ml","10","3M","19.79","77","950","2025-01-13","mililitro","530ba80d"
"5438","Celular Samsung Galaxy A14","1","Samsung","796.55","76","260","2024-12-19","unidad","c6e95683"
"5439","Pelota de fútbol Adidas","4","Adidas","98.69","28","338","2024-05-29","unidad","1c8d003a"
"5440","Set de bloques Lego Classic","9","Lego","191.05","9","743","2024-12-14","unidad","02d2dcbe"
"5441","Alcohol 70% 1L","7","Zegel","9.43","78","169","2025-03-21","litro","88e12387"
"5442","Filtro de aire Toyota","10","Toyota","59.23","1","796","2024-04-22","unidad","de9896cb"
"5443","Pelota de fútbol Adidas","4","Adidas","74.83","82","905","2024-10-17","unidad","5e5ace77"
"5444","Filtro de aire Toyota","10","Toyota","65.34","28","97","2025-02-05","unidad","2449ab54"
"5445","Carro Hot Wheels","9","Mattel","20.03","58","580","2024-10-24","unidad","c597ae8f"
"5446","Celular Samsung Galaxy A14","1","Samsung","753.49","10","928","2024-07-17","unidad","1ddedd51"
"5447","Vitamina C 1000mg x20","7","La Santé","17.97","25","30","2024-09-08","blister","9e76d6bf"
"5448","Set de bloques Lego Classic","9","Lego","102.73","4","51","2024-05-10","unidad","c7548624"
"5449","Silla ergonómica Home Collection","5","Home Collection","252.85","40","282","2024-09-09","unidad","50e0d4ad"
"5450","Impresora Multifuncional HP","6","HP","443.23","44","237","2025-02-26","unidad","aff3bd15"
"5451","Perfume Adidas Mujer","8","Adidas","51.98","45","844","2024-11-16","unidad","5c7317cc"
"5452","Leche Gloria UHT 1L","2","Gloria","4.56","2","988","2024-08-02","litro","e6d942b6"
"5453","Impresora Multifuncional HP","6","HP","341.98","63","819","2024-10-07","unidad","d0fc3cf2"
"5454","Zapatillas Urbanas Hombre","3","Skechers","246.34","20","925","2024-11-26","par","88f0396c"
"5455","Crema Corporal Nivea 400ml","8","Nivea","24.68","94","806","2024-04-26","mililitro","4b85f157"
"5456","Cocina Mabe 4 hornillas","5","Mabe","1068.06","41","982","2024-12-31","unidad","7ecef4fd"
"5457","Aceite Primor 1L","2","Primor","7.06","87","151","2024-08-21","litro","f98d2511"
"5458","Audífonos JBL inalámbricos","6","JBL","230.61","12","843","2025-02-10","unidad","d31c3cd0"
"5459","Laptop Lenovo IdeaPad 3","1","Lenovo","1620.91","98","736","2024-05-16","unidad","82981975"
"5460","Zapatillas Urbanas Hombre","3","Skechers","226.89","65","53","2024-11-18","par","5f6ecc9e"
"5461","Guantes de Box Everlast","4","Everlast","67.89","43","518","2024-11-27","par","e4ba95aa"
"5462","Carro Hot Wheels","9","Mattel","24.78","57","94","2024-10-31","unidad","f1d31e85"
"5463","Impresora Multifuncional HP","6","HP","427.67","88","520","2024-11-03","unidad","bba80755"
"5464","Casaca Hombre Pluma","3","Basement","182.24","1","496","2024-11-29","unidad","193d8486"
"5465","Carro Hot Wheels","9","Mattel","18.81","3","497","2024-08-19","unidad","ef26852d"
"5466","Pelota de fútbol Adidas","4","Adidas","75.69","99","154","2024-06-19","unidad","a0d88cad"
"5467","Bicicleta Montaña Aro 29","4","Aro","1165.88","7","200","2024-05-30","unidad","1754f32c"
"5468","Limpia parabrisas 500ml","10","3M","19.27","31","220","2024-07-25","mililitro","c67de110"
"5469","Set de bloques Lego Classic","9","Lego","140.40","86","32","2024-10-18","unidad","2e7f482f"
"5470","Audífonos JBL inalámbricos","6","JBL","193.35","68","968","2024-06-30","unidad","9e38fd8c"
"5471","Crema Corporal Nivea 400ml","8","Nivea","22.00","94","142","2024-11-27","mililitro","828c7a99"
"5472","Bicicleta Montaña Aro 29","4","Aro","1247.92","2","760","2024-10-06","unidad","52075b18"
"5473","Carro Hot Wheels","9","Mattel","18.27","39","654","2024-11-27","unidad","64ae39ac"
"5474","Audífonos JBL inalámbricos","6","JBL","213.69","52","674","2024-10-30","unidad","bd4a7605"
"5475","Perfume Adidas Mujer","8","Adidas","63.18","5","560","2024-07-27","unidad","611e9085"
"5476","Guantes de Box Everlast","4","Everlast","69.63","48","377","2025-02-25","par","41e8ba2b"
"5477","Alcohol 70% 1L","7","Zegel","10.21","4","670","2024-12-21","litro","15086441"
"5478","Celular Samsung Galaxy A14","1","Samsung","898.52","33","1","2025-01-04","unidad","a73f3d7e"
"5479","Casaca Hombre Pluma","3","Basement","214.68","45","236","2024-07-30","unidad","57bdea89"
"5480","Impresora Multifuncional HP","6","HP","364.78","66","885","2024-11-21","unidad","5947bbf2"
"5481","Zapatillas Urbanas Hombre","3","Skechers","251.87","32","236","2024-08-29","par","a224cb4e"
"5482","Aceite Primor 1L","2","Primor","9.36","47","745","2024-11-06","litro","464c7e99"
"5483","Zapatillas Urbanas Hombre","3","Skechers","221.10","16","464","2025-02-10","par","7f96f0e5"
"5484","Alcohol 70% 1L","7","Zegel","10.01","84","824","2024-11-10","litro","07795afc"
"5485","Guantes de Box Everlast","4","Everlast","54.70","70","654","2024-08-02","par","ac9c9912"
"5486","Set de bloques Lego Classic","9","Lego","195.98","11","410","2024-10-13","unidad","660a9ac5"
"5487","Silla ergonómica Home Collection","5","Home Collection","245.39","62","518","2025-03-29","unidad","0491f78d"
"5488","Bicicleta Montaña Aro 29","4","Aro","968.13","25","637","2025-03-18","unidad","fd205fca"
"5489","Bicicleta Montaña Aro 29","4","Aro","940.59","34","354","2024-10-14","unidad","fc742230"
"5490","Aceite Primor 1L","2","Primor","8.28","44","994","2025-01-15","litro","536c1d9f"
"5491","Laptop Lenovo IdeaPad 3","1","Lenovo","1572.77","16","915","2025-03-25","unidad","7e6fcedb"
"5492","Jean Mujer Skinny","3","Do Jeans","104.98","65","427","2025-01-11","unidad","ed781a5a"
"5493","Celular Samsung Galaxy A14","1","Samsung","766.99","53","138","2024-10-30","unidad","dc6738a6"
"5494","Celular Samsung Galaxy A14","1","Samsung","877.13","13","265","2024-11-30","unidad","a3ec25d9"
"5495","Casaca Hombre Pluma","3","Basement","185.36","56","797","2024-09-06","unidad","b4ec431c"
"5496","Carro Hot Wheels","9","Mattel","24.89","96","145","2024-10-02","unidad","50a96407"
"5497","Tablet Samsung Galaxy Tab A8","6","Samsung","863.29","14","760","2024-10-18","unidad","46ff05b3"
"5498","Perfume Adidas Mujer","8","Adidas","59.78","56","509","2024-08-11","unidad","4c50b108"
"5499","Refrigeradora Samsung 300L","5","Samsung","1880.76","10","939","2024-05-20","unidad","24e8f5ab"
"5500","Laptop Lenovo IdeaPad 3","1","Lenovo","1904.41","18","949","2025-04-13","unidad","8b2bd876"
"5501","Leche Gloria UHT 1L","2","Gloria","5.34","24","343","2024-12-25","litro","3c927c5f"
"5502","Limpia parabrisas 500ml","10","3M","11.94","10","169","2024-06-22","mililitro","486b3649"
"5503","Televisor LG 55'' UHD","1","LG","2128.04","21","667","2024-06-22","unidad","900d5f00"
"5504","Arroz Costeño 5kg","2","Costeño","29.85","1","847","2025-03-06","kg","a57c51c4"
"5505","Jean Mujer Skinny","3","Do Jeans","113.67","10","386","2024-09-22","unidad","a7397c8c"
"5506","Cocina Mabe 4 hornillas","5","Mabe","1123.38","49","387","2024-11-17","unidad","b5a075f3"
"5507","Bicicleta Montaña Aro 29","4","Aro","891.03","82","997","2025-03-16","unidad","32d163c0"
"5508","Crema Corporal Nivea 400ml","8","Nivea","18.43","7","182","2025-01-02","mililitro","8ca6352f"
"5509","Arroz Costeño 5kg","2","Costeño","25.33","21","371","2024-07-12","kg","c6ae6a0e"
"5510","Refrigeradora Samsung 300L","5","Samsung","1570.55","50","952","2025-02-06","unidad","2cf068e0"
"5511","Celular Samsung Galaxy A14","1","Samsung","875.11","100","939","2024-12-13","unidad","31cb2ea9"
"5512","Refrigeradora Samsung 300L","5","Samsung","1868.49","44","22","2024-12-01","unidad","428ff5c9"
"5513","Silla ergonómica Home Collection","5","Home Collection","192.06","54","135","2025-01-02","unidad","afa1fd06"
"5514","Aceite Primor 1L","2","Primor","7.90","9","94","2025-02-15","litro","3b0ba668"
"5515","Limpia parabrisas 500ml","10","3M","11.76","95","810","2024-05-14","mililitro","2daa71c5"
"5516","Muñeca Barbie Fashionista","9","Mattel","82.12","75","174","2024-05-28","unidad","1dd197f7"
"5517","Cocina Mabe 4 hornillas","5","Mabe","1062.62","15","169","2024-11-24","unidad","3c79ee40"
"5518","Crema Corporal Nivea 400ml","8","Nivea","22.02","20","822","2025-03-19","mililitro","0ea33caa"
"5519","Casaca Hombre Pluma","3","Basement","183.03","11","475","2025-03-05","unidad","108abaa4"
"5520","Aceite Primor 1L","2","Primor","7.25","43","709","2024-08-08","litro","81663b86"
"5521","Shampoo Sedal 650ml","8","Sedal","14.43","44","808","2025-02-08","mililitro","0aa2a969"
"5522","Alcohol 70% 1L","7","Zegel","9.41","79","656","2024-04-19","litro","39b74957"
"5523","Audífonos JBL inalámbricos","6","JBL","234.99","82","788","2024-12-23","unidad","21d66c6f"
"5524","Filtro de aire Toyota","10","Toyota","60.21","50","180","2025-03-07","unidad","16ab6e71"
"5525","Carro Hot Wheels","9","Mattel","22.32","58","922","2024-08-14","unidad","8150e032"
"5526","Tablet Samsung Galaxy Tab A8","6","Samsung","975.50","35","657","2024-08-04","unidad","aa3e5dd0"
"5527","Alcohol 70% 1L","7","Zegel","10.31","35","469","2025-01-30","litro","411af665"
"5528","Silla ergonómica Home Collection","5","Home Collection","256.55","48","119","2024-05-26","unidad","0e204bd0"
"5529","Set de bloques Lego Classic","9","Lego","183.60","99","723","2024-09-21","unidad","23522054"
"5530","Carro Hot Wheels","9","Mattel","22.01","77","415","2025-01-15","unidad","a4e34074"
"5531","Leche Gloria UHT 1L","2","Gloria","4.69","3","83","2024-06-13","litro","4c3a1181"
"5532","Audífonos JBL inalámbricos","6","JBL","222.88","48","818","2024-07-16","unidad","64609737"
"5533","Cocina Mabe 4 hornillas","5","Mabe","1191.30","75","328","2024-09-21","unidad","a03f74e4"
"5534","Limpia parabrisas 500ml","10","3M","10.12","93","445","2024-11-13","mililitro","31a232f9"
"5535","Perfume Adidas Mujer","8","Adidas","64.50","84","950","2024-10-16","unidad","e08faa68"
"5536","Leche Gloria UHT 1L","2","Gloria","4.75","90","901","2025-01-29","litro","79ba6869"
"5537","Filtro de aire Toyota","10","Toyota","79.10","90","569","2025-02-15","unidad","7609f8f0"
"5538","Aceite de Motor Mobil 4L","10","Mobil","92.18","99","318","2025-02-19","litro","c0bfb987"
"5539","Televisor LG 55'' UHD","1","LG","1786.80","18","68","2024-10-26","unidad","626adfb9"
"5540","Guantes de Box Everlast","4","Everlast","88.32","86","632","2025-01-20","par","ce33d747"
"5541","Tablet Samsung Galaxy Tab A8","6","Samsung","705.72","73","441","2024-08-21","unidad","93b13886"
"5542","Alcohol 70% 1L","7","Zegel","8.90","90","773","2024-12-02","litro","adaeb9fb"
"5543","Bicicleta Montaña Aro 29","4","Aro","1279.18","23","45","2025-03-12","unidad","96de08d1"
"5544","Vitamina C 1000mg x20","7","La Santé","13.68","76","887","2025-01-30","blister","89fedcd3"
"5545","Cocina Mabe 4 hornillas","5","Mabe","941.24","78","2","2025-03-28","unidad","80fbe2f3"
"5546","Paracetamol 500mg x10","7","Genfar","4.93","4","297","2024-11-26","blister","d9011d4f"
"5547","Arroz Costeño 5kg","2","Costeño","27.36","48","690","2024-06-23","kg","ff57a668"
"5548","Cocina Mabe 4 hornillas","5","Mabe","933.71","41","230","2025-03-25","unidad","949e944c"
"5549","Laptop Lenovo IdeaPad 3","1","Lenovo","2048.61","9","894","2024-12-04","unidad","3f1d73ea"
"5550","Arroz Costeño 5kg","2","Costeño","29.50","11","101","2024-08-18","kg","db4e8ea6"
"5551","Crema Corporal Nivea 400ml","8","Nivea","19.11","98","688","2024-08-09","mililitro","3104a70c"
"5552","Zapatillas Urbanas Hombre","3","Skechers","208.11","92","500","2025-03-12","par","48feb539"
"5553","Refrigeradora Samsung 300L","5","Samsung","2399.07","97","986","2024-10-17","unidad","4d494ec1"
"5554","Refrigeradora Samsung 300L","5","Samsung","2026.29","13","19","2024-07-31","unidad","6417c874"
"5555","Tablet Samsung Galaxy Tab A8","6","Samsung","755.54","60","782","2024-06-14","unidad","b34683de"
"5556","Pelota de fútbol Adidas","4","Adidas","82.57","20","235","2025-02-22","unidad","52296987"
"5557","Aceite Primor 1L","2","Primor","8.59","54","77","2024-06-27","litro","eb69f6cd"
"5558","Silla ergonómica Home Collection","5","Home Collection","201.19","76","78","2024-05-28","unidad","30716ca9"
"5559","Muñeca Barbie Fashionista","9","Mattel","66.56","67","921","2024-08-19","unidad","1e20b8ed"
"5560","Refrigeradora Samsung 300L","5","Samsung","1960.00","28","161","2024-05-03","unidad","59aa0ac9"
"5561","Crema Corporal Nivea 400ml","8","Nivea","21.28","83","238","2024-05-01","mililitro","07f7fcc4"
"5562","Zapatillas Urbanas Hombre","3","Skechers","240.64","83","711","2024-08-13","par","6d28657d"
"5563","Carro Hot Wheels","9","Mattel","22.68","23","793","2024-10-31","unidad","d65d40ca"
"5564","Crema Corporal Nivea 400ml","8","Nivea","25.06","69","921","2025-02-15","mililitro","f6748311"
"5565","Celular Samsung Galaxy A14","1","Samsung","793.20","93","198","2025-03-26","unidad","fe4754ee"
"5566","Paracetamol 500mg x10","7","Genfar","4.11","7","936","2024-06-23","blister","5ddabc57"
"5567","Celular Samsung Galaxy A14","1","Samsung","761.71","87","937","2025-04-09","unidad","9712e1bc"
"5568","Paracetamol 500mg x10","7","Genfar","4.87","18","255","2024-11-22","blister","16aa9719"
"5569","Arroz Costeño 5kg","2","Costeño","29.07","100","878","2025-01-28","kg","8555efb4"
"5570","Muñeca Barbie Fashionista","9","Mattel","71.17","27","779","2024-08-25","unidad","eb0794c4"
"5571","Set de bloques Lego Classic","9","Lego","193.54","45","738","2025-01-16","unidad","df693b8a"
"5572","Vitamina C 1000mg x20","7","La Santé","13.59","67","658","2024-09-28","blister","b01c6260"
"5573","Audífonos JBL inalámbricos","6","JBL","208.05","87","847","2024-12-19","unidad","611ba9c6"
"5574","Alcohol 70% 1L","7","Zegel","12.88","25","589","2025-03-07","litro","239064c2"
"5575","Aceite de Motor Mobil 4L","10","Mobil","127.98","50","247","2024-04-17","litro","347ec078"
"5576","Muñeca Barbie Fashionista","9","Mattel","82.63","16","846","2024-07-11","unidad","4181c5d8"
"5577","Set de bloques Lego Classic","9","Lego","162.12","93","252","2024-04-25","unidad","b50cd82d"
"5578","Vitamina C 1000mg x20","7","La Santé","15.36","12","131","2024-11-26","blister","52fe3472"
"5579","Carro Hot Wheels","9","Mattel","16.34","87","417","2024-12-11","unidad","67a29163"
"5580","Shampoo Sedal 650ml","8","Sedal","13.17","9","611","2024-09-07","mililitro","06dcc011"
"5581","Aceite Primor 1L","2","Primor","7.83","41","410","2024-04-17","litro","9c908113"
"5582","Audífonos JBL inalámbricos","6","JBL","239.03","94","639","2024-09-23","unidad","1fb6bfba"
"5583","Jean Mujer Skinny","3","Do Jeans","110.14","26","603","2024-06-14","unidad","f37b7ca3"
"5584","Laptop Lenovo IdeaPad 3","1","Lenovo","1509.43","70","926","2024-09-12","unidad","99c4e57f"
"5585","Carro Hot Wheels","9","Mattel","17.92","18","72","2024-09-30","unidad","d888b662"
"5586","Bicicleta Montaña Aro 29","4","Aro","1160.80","94","434","2024-10-07","unidad","f4edddcc"
"5587","Muñeca Barbie Fashionista","9","Mattel","61.89","44","248","2024-12-25","unidad","542edfd3"
"5588","Laptop Lenovo IdeaPad 3","1","Lenovo","1952.27","72","682","2024-08-20","unidad","a0b8a9dc"
"5589","Guantes de Box Everlast","4","Everlast","63.84","93","362","2025-04-15","par","58e4f2c8"
"5590","Audífonos JBL inalámbricos","6","JBL","226.51","76","520","2024-07-01","unidad","d2c71cf0"
"5591","Jean Mujer Skinny","3","Do Jeans","104.28","99","234","2024-11-28","unidad","4342e5c8"
"5592","Limpia parabrisas 500ml","10","3M","14.28","71","848","2024-08-09","mililitro","288504ad"
"5593","Filtro de aire Toyota","10","Toyota","76.81","65","615","2024-10-11","unidad","bf31f00d"
"5594","Silla ergonómica Home Collection","5","Home Collection","199.01","1","255","2024-07-30","unidad","2211e756"
"5595","Leche Gloria UHT 1L","2","Gloria","4.95","53","540","2024-06-13","litro","f719c1c7"
"5596","Celular Samsung Galaxy A14","1","Samsung","873.20","38","656","2025-02-26","unidad","d052d3fb"
"5597","Leche Gloria UHT 1L","2","Gloria","5.36","8","989","2024-10-02","litro","39021c25"
"5598","Casaca Hombre Pluma","3","Basement","179.50","18","976","2024-07-14","unidad","c175023e"
"5599","Crema Corporal Nivea 400ml","8","Nivea","21.68","3","149","2024-09-20","mililitro","3e5406d0"
"5600","Pelota de fútbol Adidas","4","Adidas","61.54","89","955","2024-04-27","unidad","7ff7b22f"
"5601","Refrigeradora Samsung 300L","5","Samsung","1499.85","48","709","2024-07-28","unidad","d6a7a239"
"5602","Jean Mujer Skinny","3","Do Jeans","109.40","98","360","2025-03-02","unidad","cbbf9a59"
"5603","Carro Hot Wheels","9","Mattel","24.49","69","809","2024-11-19","unidad","86e30de9"
"5604","Aceite Primor 1L","2","Primor","9.67","23","376","2024-08-01","litro","86f4102d"
"5605","Set de bloques Lego Classic","9","Lego","123.27","76","708","2024-08-05","unidad","8a7ecbf5"
"5606","Bicicleta Montaña Aro 29","4","Aro","895.24","99","578","2024-10-03","unidad","ad336857"
"5607","Cocina Mabe 4 hornillas","5","Mabe","1163.87","98","169","2025-02-03","unidad","db50db28"
"5608","Jean Mujer Skinny","3","Do Jeans","111.99","92","948","2025-02-16","unidad","43159eea"
"5609","Laptop Lenovo IdeaPad 3","1","Lenovo","1931.09","44","970","2024-06-17","unidad","ff17182f"
"5610","Carro Hot Wheels","9","Mattel","20.69","38","859","2024-07-03","unidad","96e5b25e"
"5611","Muñeca Barbie Fashionista","9","Mattel","86.29","90","50","2024-08-04","unidad","378efeb0"
"5612","Zapatillas Urbanas Hombre","3","Skechers","269.80","80","773","2024-10-05","par","b57a4c89"
"5613","Carro Hot Wheels","9","Mattel","23.16","100","742","2024-07-08","unidad","b23c4ae3"
"5614","Filtro de aire Toyota","10","Toyota","60.82","56","513","2024-11-02","unidad","ab4d07cf"
"5615","Pelota de fútbol Adidas","4","Adidas","88.03","19","490","2024-12-20","unidad","9a5e8b2a"
"5616","Arroz Costeño 5kg","2","Costeño","27.58","80","805","2025-04-01","kg","07c5fcbc"
"5617","Perfume Adidas Mujer","8","Adidas","68.97","67","50","2024-12-15","unidad","1f01fb6d"
"5618","Refrigeradora Samsung 300L","5","Samsung","1609.87","85","858","2024-11-21","unidad","f2d3cee0"
"5619","Tablet Samsung Galaxy Tab A8","6","Samsung","756.97","83","294","2024-12-24","unidad","dc04b67c"
"5620","Aceite de Motor Mobil 4L","10","Mobil","113.17","42","56","2024-10-23","litro","9a994dab"
"5621","Celular Samsung Galaxy A14","1","Samsung","756.02","98","217","2024-08-10","unidad","356bbc2e"
"5622","Shampoo Sedal 650ml","8","Sedal","14.76","37","405","2025-03-08","mililitro","5722fdec"
"5623","Guantes de Box Everlast","4","Everlast","64.15","6","109","2024-10-01","par","5a7ff5d1"
"5624","Aceite Primor 1L","2","Primor","7.76","11","268","2024-07-19","litro","d51427fa"
"5625","Impresora Multifuncional HP","6","HP","351.72","15","416","2024-12-03","unidad","e4de66a9"
"5626","Leche Gloria UHT 1L","2","Gloria","5.10","25","285","2024-11-25","litro","6c800735"
"5627","Perfume Adidas Mujer","8","Adidas","67.04","67","628","2024-07-26","unidad","436e23ce"
"5628","Celular Samsung Galaxy A14","1","Samsung","819.42","97","572","2024-12-29","unidad","090cc72f"
"5629","Impresora Multifuncional HP","6","HP","326.13","97","47","2024-05-28","unidad","bbce2dac"
"5630","Zapatillas Urbanas Hombre","3","Skechers","235.81","34","967","2025-04-05","par","dd6b2bf8"
"5631","Tablet Samsung Galaxy Tab A8","6","Samsung","732.37","15","526","2025-04-02","unidad","a9e6df78"
"5632","Shampoo Sedal 650ml","8","Sedal","13.17","59","903","2024-11-15","mililitro","f5e30514"
"5633","Perfume Adidas Mujer","8","Adidas","70.42","50","264","2024-06-13","unidad","88e1574e"
"5634","Muñeca Barbie Fashionista","9","Mattel","70.86","30","464","2024-05-25","unidad","58c67035"
"5635","Bicicleta Montaña Aro 29","4","Aro","946.72","48","103","2025-01-02","unidad","c0d3b7ce"
"5636","Limpia parabrisas 500ml","10","3M","10.67","83","147","2024-04-28","mililitro","223ec56c"
"5637","Laptop Lenovo IdeaPad 3","1","Lenovo","1718.79","16","620","2025-04-07","unidad","5f5c4583"
"5638","Aceite de Motor Mobil 4L","10","Mobil","114.57","71","971","2024-07-05","litro","debaddf3"
"5639","Paracetamol 500mg x10","7","Genfar","4.16","2","119","2024-12-20","blister","78a6719e"
"5640","Laptop Lenovo IdeaPad 3","1","Lenovo","1680.06","90","765","2024-10-30","unidad","98611ac9"
"5641","Celular Samsung Galaxy A14","1","Samsung","750.40","63","148","2024-10-19","unidad","06a854e1"
"5642","Vitamina C 1000mg x20","7","La Santé","14.15","90","116","2024-04-19","blister","8e23914c"
"5643","Muñeca Barbie Fashionista","9","Mattel","86.49","33","377","2024-07-13","unidad","1dd2582d"
"5644","Guantes de Box Everlast","4","Everlast","55.54","42","794","2024-11-26","par","db239267"
"5645","Televisor LG 55'' UHD","1","LG","1709.09","72","592","2024-10-01","unidad","b18abe14"
"5646","Tablet Samsung Galaxy Tab A8","6","Samsung","706.75","45","701","2024-06-03","unidad","2ad56631"
"5647","Muñeca Barbie Fashionista","9","Mattel","77.52","38","10","2024-11-12","unidad","f66d86c8"
"5648","Jean Mujer Skinny","3","Do Jeans","88.34","96","997","2025-04-02","unidad","217c3411"
"5649","Jean Mujer Skinny","3","Do Jeans","85.89","29","511","2024-05-08","unidad","8844b75b"
"5650","Perfume Adidas Mujer","8","Adidas","56.14","29","45","2025-01-15","unidad","ab4f33b3"
"5651","Muñeca Barbie Fashionista","9","Mattel","63.91","96","466","2024-12-31","unidad","eff6ff8f"
"5652","Arroz Costeño 5kg","2","Costeño","28.10","17","886","2024-08-10","kg","f20b4bc6"
"5653","Shampoo Sedal 650ml","8","Sedal","14.82","14","571","2024-05-24","mililitro","a482991a"
"5654","Vitamina C 1000mg x20","7","La Santé","17.89","95","872","2024-08-22","blister","df7152dc"
"5655","Bicicleta Montaña Aro 29","4","Aro","779.96","78","636","2024-09-19","unidad","41c0e050"
"5656","Aceite de Motor Mobil 4L","10","Mobil","118.63","62","950","2024-11-24","litro","2c3a6353"
"5657","Vitamina C 1000mg x20","7","La Santé","12.09","86","740","2024-09-02","blister","aab65d62"
"5658","Bicicleta Montaña Aro 29","4","Aro","859.37","11","50","2025-01-28","unidad","f4790af0"
"5659","Perfume Adidas Mujer","8","Adidas","70.36","25","103","2024-10-16","unidad","f189f799"
"5660","Laptop Lenovo IdeaPad 3","1","Lenovo","1874.84","32","920","2024-05-07","unidad","c918f653"
"5661","Celular Samsung Galaxy A14","1","Samsung","799.22","92","816","2024-06-03","unidad","9c57df62"
"5662","Impresora Multifuncional HP","6","HP","370.93","9","860","2024-12-16","unidad","66791d2d"
"5663","Cocina Mabe 4 hornillas","5","Mabe","974.47","16","912","2024-06-10","unidad","3a67e4a3"
"5664","Casaca Hombre Pluma","3","Basement","213.09","8","985","2025-03-28","unidad","76e25b82"
"5665","Leche Gloria UHT 1L","2","Gloria","5.04","30","630","2024-04-16","litro","85286565"
"5666","Arroz Costeño 5kg","2","Costeño","28.24","88","253","2024-07-13","kg","9a8efb2c"
"5667","Paracetamol 500mg x10","7","Genfar","2.70","57","765","2024-05-11","blister","14943301"
"5668","Guantes de Box Everlast","4","Everlast","50.78","36","607","2024-07-03","par","123e5a30"
"5669","Zapatillas Urbanas Hombre","3","Skechers","210.39","99","947","2024-09-23","par","d932e46d"
"5670","Alcohol 70% 1L","7","Zegel","11.50","57","815","2024-12-20","litro","69d5bb5f"
"5671","Televisor LG 55'' UHD","1","LG","2119.91","92","983","2024-05-30","unidad","c9352549"
"5672","Zapatillas Urbanas Hombre","3","Skechers","291.12","25","79","2025-03-03","par","37ad5857"
"5673","Shampoo Sedal 650ml","8","Sedal","17.25","97","274","2024-05-15","mililitro","299e0a96"
"5674","Televisor LG 55'' UHD","1","LG","2164.12","100","9","2024-06-26","unidad","9365e75e"
"5675","Alcohol 70% 1L","7","Zegel","12.98","6","873","2024-10-13","litro","20f8dfed"
"5676","Alcohol 70% 1L","7","Zegel","8.49","12","576","2024-11-06","litro","f423b2aa"
"5677","Shampoo Sedal 650ml","8","Sedal","17.66","78","660","2024-11-13","mililitro","32cc39fe"
